dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added
FFPE Human Ovarian Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,TENX142,TENX142.tif,Ovary,Cancer,HGSOC,Homo sapiens,,Xenium,5/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-ovarian-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,3743,FFPE,541,,0.273769293411857,0.273706493143168,40x,21806,37330,Ovary,Ovary Serous Carcinoma; Stage II-A; Grade 3,,v1_0_0
FFPE Human Lung Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,TENX141,TENX141.tif,Lung,Cancer,LUAD,Homo sapiens,patient 1,Xenium,5/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-lung-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,4390,FFPE,541,,0.273771534,0.273643086791955,40x,15513,39361,Lung,Lung NSCLC; Stage I-B; Grade 2,,v1_0_0
FFPE Human Pancreatic Ductal Adenocarcinoma Data with Human Immuno-Oncology Profiling Panel,TENX140,TENX140.tif,Pancreas,Cancer,PAAD,Homo sapiens,patient 3,Xenium,5/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-ductal-adenocarcinoma-data-with-human-immuno-oncology-profiling-panel-1-standard,,,4513,FFPE,541,,0.273766475334927,0.273767710586973,40x,19068,41014,Pancreas,Pancreatic Ductal Adenocarcinoma; Stage IIB; Grade 3,,v1_0_0
FFPE Human Colorectal Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,TENX139,TENX139.tif,Bowel,Cancer,COADREAD,Homo sapiens,,Xenium,5/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-colorectal-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,4167,FFPE,541,,0.273772958497635,0.273740617771419,40x,21507,40815,Bowel,Colorectal Cancer Adenocarcinoma; Grade 2,,v1_0_0
FFPE Human Brain Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,TENX138,TENX138.tif,Brain,Cancer,GBM,Homo sapiens,,Xenium,4/15/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-brain-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,,,10641,FFPE,541,,0.273775042168885,0.273665343747631,40x,38957,58584,Brain,,,v1_0_0
Mouse Bone Data with Custom Add-on Panel,TENX137,TENX137.tif,Bone,Healthy,,Mus musculus,,Xenium,4/3/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,,,9200,FFPE,541,,0.2125,0.274585696030289,40x,35116,49098,Bone,,10% Formic acid decalcification,v1_0_0
Mouse Bone Data with Custom Add-on Panel,TENX136,TENX136.tif,Bone,Healthy,,Mus musculus,,Xenium,4/3/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,,,12535,FFPE,541,,0.2125,0.273741296742088,40x,36576,44724,Bone,,0.5M EDTA decalcification,v1_0_0
Mouse Bone Data with Custom Add-on Panel,TENX135,TENX135.tif,Bone,Healthy,,Mus musculus,,Xenium,4/3/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,,,7590,FFPE,541,,0.2125,0.273761730615027,40x,23253,52743,Bone,,15% EDTA-0.4% PFA decalcification,v1_0_0
Human Bone and Bone Marrow Data with Custom Add-on Panel,TENX134,TENX134.tif,Lymphoid,Cancer,ALL,Homo sapiens,,Xenium,4/3/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,,,3811,FFPE,541,,0.2125,0.273491768395445,40x,11024,37252,Bone marrow,,Acute Lymphoid Leukemia Bone Marrow,v1_0_0
Human Bone and Bone Marrow Data with Custom Add-on Panel,TENX133,TENX133.tif,Lymphoid,Healthy,,Homo sapiens,,Xenium,4/3/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,,,3811,FFPE,541,,0.2125,0.273657721697155,40x,13762,36523,Bone marrow,,Non-diseased Bone Marrow,v1_0_0
Human Bone and Bone Marrow Data with Custom Add-on Panel,TENX132,TENX132.tif,Bone,Healthy,,Homo sapiens,,Xenium,4/3/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard,,,9682,FFPE,541,,0.2125,0.273703664399941,40x,34751,36158,Femur bone,,Non-diseased Femur Bone,v1_0_0
"Visium HD Spatial Gene Expression Library, Mouse Brain (FFPE)",TENX131,TENX131.tif,Brain,Healthy,,Mus musculus,,Visium HD,3/29/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-brain-he,2.0,2.0,1635,FFPE,19059,,0.264583333333333,0.273885017748006,40x,18872,23947,Brain,,,v1_0_0
"Visium HD Spatial Gene Expression Library, Mouse Small Intestine (FFPE)",TENX129,TENX129.tif,Bowel,Healthy,,Mus musculus,,Visium HD,3/25/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-intestine,2.0,2.0,1748,FFPE,19059,,0.264583333333333,0.273834216937679,40x,23618,21943,Intestine,,,v1_0_0
"Visium HD Spatial Gene Expression Library, Human Colorectal Cancer (FFPE)",TENX128,TENX128.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium HD,3/25/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-human-crc,2.0,2.0,2279,FFPE,18085,,0.264583333333333,0.273882832873427,40x,75250,48740,Colon,,,v1_0_0
Fresh Frozen Mouse Colon with Xenium Multimodal Cell Segmentation,TENX127,TENX127.tif,Bowel,Healthy,,Mus musculus,,Xenium,3/19/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/fresh-frozen-mouse-colon-with-xenium-multimodal-cell-segmentation-1-standard,,,4453,Fresh Frozen,541,,0.2125,0.273812033152812,40x,32201,28329,Colon,,,v1_0_0
FFPE Human Pancreas with Xenium Multimodal Cell Segmentation,TENX126,TENX126.tif,Pancreas,Cancer,PAAD,Homo sapiens,patient1,Xenium,3/19/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-pancreas-with-xenium-multimodal-cell-segmentation-1-standard,,,2190,FFPE,541,,0.273765403581536,0.273890164914352,40x,14896,27502,Pancreas,,,v1_0_0
Human Tonsil Data with Xenium Human Multi-Tissue and Cancer Panel,TENX125,TENX125.tif,Lymphoid,Diseased,,Homo sapiens,patient 1,Xenium,3/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-tonsil-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,10005,FFPE,541,,1.0,0.2125,40x,53576,39798,Tonsil,Reactive follicular hyperplasia,Reactive follicular hyperplasia,v1_0_0
Human Tonsil Data with Xenium Human Multi-Tissue and Cancer Panel,TENX124,TENX124.tif,Lymphoid,Diseased,,Homo sapiens,patient 2,Xenium,3/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-tonsil-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,12707,FFPE,541,,0.273775926614472,0.273687465196685,40x,47351,33969,Tonsil,Follicular lymphoid hyperplasia,Follicular lymphoid hyperplasia,v1_0_0
Human Skin Data with Xenium Human Multi-Tissue and Cancer Panel,TENX123,TENX123.tif,Skin,Healthy,,Homo sapiens,,Xenium,3/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-skin-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,10810,FFPE,541,,0.2125,0.2125,40x,56906,42131,Skin,,Sample 1,v1_0_0
Human Skin Data with Xenium Human Multi-Tissue and Cancer Panel,TENX122,TENX122.tif,Skin,Healthy,,Homo sapiens,,Xenium,3/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-skin-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,5626,FFPE,541,,0.273772456322616,0.273803292315135,40x,19058,33606,Skin,,Sample 2,v1_0_0
Human Liver Data with Xenium Human Multi-Tissue and Cancer Panel,TENX121,TENX121.tif,Liver,Healthy,,Homo sapiens,,Xenium,3/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,9200,FFPE,541,,0.2125,0.273796848241944,40x,28183,42353,Liver,,nondiseased,v1_0_0
Human Liver Data with Xenium Human Multi-Tissue and Cancer Panel,TENX120,TENX120.tif,Liver,Cancer,HCC,Homo sapiens,,Xenium,3/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-liver-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,4004,FFPE,538,,0.2125,0.273694413675181,40x,15404,33795,Liver,,liver cancer,v1_0_0
Human Heart Data with Xenium Human Multi-Tissue and Cancer Panel,TENX119,TENX119.tif,Heart,Healthy,,Homo sapiens,,Xenium,3/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-heart-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,2263,FFPE,541,,0.2125,0.273703018471613,40x,24544,10645,Heart,,,v1_0_0
Preview Data: FFPE Human Lung Cancer with Xenium Multimodal Cell Segmentation,TENX118,TENX118.tif,Lung,Cancer,LUAD,Homo sapiens,patient 2,Xenium,2/5/24,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/preview-data-ffpe-human-lung-cancer-with-xenium-multimodal-cell-segmentation-1-standard,,,3115,FFPE,541,,0.273771219630798,0.273855837686545,40x,11580,45087,Lung,,,v1_0_0
Human Skin Preview Data (Xenium Human Skin Gene Expression Panel with Custom Add-On),TENX117,TENX117.tif,Skin,Cancer,SKCM,Homo sapiens,patient 1,Xenium,12/7/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-add-on-1-standard,,,1830,FFPE,541,,0.136876093614324,0.136852762955121,40x,22209,43287,Skin,,,v1_0_0
Pancreatic Cancer with Xenium Human Multi-Tissue and Cancer Panel,TENX116,TENX116.tif,Pancreas,Cancer,PAAD,Homo sapiens,patient 2,Xenium,11/16/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/pancreatic-cancer-with-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,3090,FFPE,538,,0.136897837237315,0.136887203675011,40x,20562,71883,Pancreas,,,v1_0_0
Human Skin Preview Data (Xenium Human Skin Gene Expression Panel),TENX115,TENX115.tif,Skin,Cancer,SKCM,Homo sapiens,patient 2,Xenium,9/18/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-skin-preview-data-xenium-human-skin-gene-expression-panel-1-standard,,,3886,FFPE,541,,0.273773460674496,0.273689789025192,40x,20342,22673,Skin,,,v1_0_0
Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),TENX114,TENX114.tif,Bowel,Healthy,,Homo sapiens,,Xenium,8/29/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,,,6006,FFPE,541,,0.2125,0.136882136182124,40x,53802,77802,Colon,,"Non-diseased, pre-designed panel",v1_0_0
Human Colon Preview Data (Xenium Human Colon Gene Expression Panel),TENX111,TENX111.tif,Bowel,Cancer,COAD,Homo sapiens,,Xenium,8/29/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-colon-preview-data-xenium-human-colon-gene-expression-panel-1-standard,,,6643,FFPE,541,,0.2125,0.273804766687129,40x,26909,43090,Colon,cancer; stage 2A adenocarcinoma,"Cancer, pre-designed + add-on panel",v1_0_0
Whole Mouse Pup Preview Data (Xenium Mouse Tissue Atlassing Panel),TENX110,TENX110.tif,Whole organism,Healthy,,Mus musculus,,Xenium,8/18/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/mouse-pup-preview-data-xenium-mouse-tissue-atlassing-panel-1-standard,,,26565,FFPE,541,,0.2125,0.273747231168178,40x,82033,49652,Whole organism,,,v1_0_0
Human Kidney Preview Data (Xenium Human Multi-Tissue and Cancer Panel),TENX106,TENX106.tif,Kidney,Healthy,,Homo sapiens,,Xenium,7/17/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,2730,FFPE,541,,0.2125,0.273727885146289,40x,11949,33427,Kidney,,Non-diseased Kidney,v1_0_0
Human Kidney Preview Data (Xenium Human Multi-Tissue and Cancer Panel),TENX105,TENX105.tif,Kidney,Cancer,PRCC,Homo sapiens,,Xenium,7/17/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-kidney-preview-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,,,1738,FFPE,541,,0.2125,0.273709886751968,40x,8832,27323,Kidney,,Kidney Cancer (PRCC),v1_0_0
FFPE Human Breast using the Entire Sample Area,TENX99,TENX99.tif,Breast,Cancer,IDC,Homo sapiens,patient 1,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard,,,25080,FFPE,541,,1.0,0.2125,40x,51351,107121,Breast,,Replicate 1,v1_0_0
FFPE Human Breast using the Entire Sample Area,TENX98,TENX98.tif,Breast,Cancer,IDC,Homo sapiens,patient 1,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-using-the-entire-sample-area-1-standard,,,26070,FFPE,541,,0.2125,0.2125,40x,51458,111225,Breast,,Replicate 2,v1_0_0
FFPE Human Breast with Custom Add-on Panel,TENX97,TENX97.tif,Breast,Cancer,IDC,Homo sapiens,patient 2,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard,,,11845,FFPE,541,,0.2125,0.2125,40x,48441,53833,Breast,,Tissue sample 1,v1_0_0
FFPE Human Breast with Custom Add-on Panel,TENX96,TENX96.tif,Breast,Cancer,ILC,Homo sapiens,patient 3,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard,,,8624,FFPE,541,,0.2125,0.2125,40x,45749,41411,Breast,,Tissue sample 2,v1_0_0
FFPE Human Breast with Pre-designed Panel,TENX95,TENX95.tif,Breast,Cancer,IDC,Homo sapiens,patient 2,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard,,,11845,FFPE,541,,1.0,0.2125,40x,48376,53738,Breast,,Tissue sample 1,v1_0_0
FFPE Human Breast with Pre-designed Panel,TENX94,TENX94.tif,Breast,Cancer,ILC,Homo sapiens,patient 3,Xenium,1/22/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-human-breast-with-pre-designed-panel-1-standard,,,9152,FFPE,541,,1.0,0.2125,40x,48511,41405,Breast,,Tissue sample 2,v1_0_0
Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),TENX92,TENX92.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard,100.0,55.0,6518,FFPE,18085,,0.264583333333333,0.273596787204623,40x,28731,37434,Colon,,"Post-Xenium, Replicate 1",v1_0_0
Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),TENX91,TENX91.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard,100.0,55.0,6352,FFPE,18085,,0.264583333333333,0.273680586272605,40x,28004,38719,Colon,,"Post-Xenium, Replicate 2",v1_0_0
Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),TENX90,TENX90.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard,100.0,55.0,6487,FFPE,18085,,0.264583333333333,0.273561345250433,40x,28731,38161,Colon,,"Control, Replicate 1",v1_0_0
Visium CytAssist Gene Expression Libraries of Post-Xenium Human Colon Cancer (FFPE),TENX89,TENX89.tif,Bowel,Cancer,COAD,Homo sapiens,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-human-colon-cancer-ffpe-using-the-human-whole-transcriptome-probe-set-2-standard,100.0,55.0,6414,FFPE,18085,,0.264583333333333,0.273739563563072,40x,28004,39077,Colon,,"Control, Replicate 2",v1_0_0
Visium CytAssist Gene Expression Libraries of Post-Xenium Mouse Brain (FF),TENX88,TENX88.tif,Brain,Healthy,,Mus musculus,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-mouse-brain-ff-using-the-mouse-whole-transcriptome-probe-set-2-standard,100.0,55.0,5303,Fresh Frozen,19465,,0.264583333333333,0.273782769966151,40x,21975,36523,Brain,,"Post-Xenium, Replicate 1",v1_0_0
Visium CytAssist Gene Expression Libraries of Post-Xenium Mouse Brain (FF),TENX87,TENX87.tif,Brain,Healthy,,Mus musculus,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-mouse-brain-ff-using-the-mouse-whole-transcriptome-probe-set-2-standard,100.0,55.0,5221,Fresh Frozen,19465,,0.264583333333333,0.274222920173331,40x,22523,36528,Brain,,"Post-Xenium, Replicate 2",v1_0_0
Visium CytAssist Gene Expression Libraries of Post-Xenium Mouse Brain (FF),TENX86,TENX86.tif,Brain,Healthy,,Mus musculus,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-mouse-brain-ff-using-the-mouse-whole-transcriptome-probe-set-2-standard,100.0,55.0,5254,Fresh Frozen,19465,,0.264583333333333,0.273804477332181,40x,23070,37252,Brain,,"Control, Replicate 1",v1_0_0
Visium CytAssist Gene Expression Libraries of Post-Xenium Mouse Brain (FF),TENX85,TENX85.tif,Brain,Healthy,,Mus musculus,,Visium,10/5/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-gene-expression-libraries-of-post-xenium-mouse-brain-ff-using-the-mouse-whole-transcriptome-probe-set-2-standard,100.0,55.0,5324,Fresh Frozen,19465,,0.264583333333333,0.27378450152097,40x,22523,36887,Brain,,"Control, Replicate 2",v1_0_0
"Preservation Method Comparison on Visium CytAssist: Fixed Frozen Mouse Brain (Sagittal), 11 mm Capture Area",TENX84,TENX84.tif,Brain,Healthy,,Mus musculus,,Visium,6/8/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/preservation-method-comparison-on-visium-cytassist-fixed-frozen-mouse-brain-sagittal-11-mm-capture-area-2-standard,100.0,55.0,5134,Fixed Frozen,19465,,0.264583333333333,0.273707763698077,40x,34428,46200,Brain,,,v1_0_0
"Preservation Method Comparison on Visium CytAssist: Fresh Frozen Mouse Brain (Sagittal), 11 mm Capture Area",TENX83,TENX83.tif,Brain,Healthy,,Mus musculus,,Visium,6/8/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/preservation-method-comparison-on-visium-cytassist-fresh-frozen-mouse-brain-sagittal-11-mm-capture-area-2-standard,100.0,55.0,6965,Fresh Frozen,19465,,0.264583333333333,0.273661883656476,40x,46371,36588,Brain,,,v1_0_0
"Preservation Method Comparison on Visium CytAssist: FFPE Mouse Brain (Sagittal), 11 mm Capture Area",TENX82,TENX82.tif,Brain,Healthy,,Mus musculus,,Visium,6/8/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/preservation-method-comparison-on-visium-cytassist-ffpe-mouse-brain-sagittal-11-mm-capture-area-2-standard,100.0,55.0,8470,FFPE,19465,,0.264583333333333,0.273710658159207,40x,45106,48372,Brain,,,v1_0_0
"Visium CytAssist, Mouse Embryo, 11 mm Capture Area (FFPE)",TENX81,TENX81.tif,Embryo,Healthy,,Mus musculus,,Visium,6/8/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/visium-cytassist-mouse-embryo-11-mm-capture-area-ffpe-2-standard,100.0,55.0,6434,FFPE,19465,,0.264583333333333,0.273735701920658,40x,48070,48308,Embryo,,,v1_0_0
Adult Mouse Brain Coronal Section (Fresh Frozen) 2,TENX80,TENX80.tif,Brain,Healthy,,Mus musculus,,Visium,5/25/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/adult-mouse-brain-coronal-section-fresh-frozen-1-standard,100.0,55.0,2702,Fresh Frozen,32285,,,0.727272727272727,20x,11291,11757,Brain,,,v1_0_0
"Preservation Method Comparison on CytAssist: FFPE Mouse Brain (Sagittal), 11 mm Capture Area",TENX79,TENX79.tif,Brain,Healthy,,Mus musculus,,Visium,4/17/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/ffpe-visium-on-cytassist-mouse-brain-probe-based-whole-transcriptome-profiling-2-standard,100.0,55.0,8462,FFPE,19465,,0.264583333333333,0.273679737491204,40x,45106,48372,Brain,,,v1_0_0
"Preservation Method Comparison on CytAssist: Fresh Frozen Mouse Brain (Sagittal), 11 mm Capture Area",TENX78,TENX78.tif,Brain,Healthy,,Mus musculus,,Visium,4/17/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/fresh-frozen-visium-on-cytassist-mouse-brain-probe-based-whole-transcriptome-profiling-2-standard-1,100.0,55.0,6963,Fresh Frozen,19465,,0.264583333333333,0.273718634996822,40x,46371,36588,Brain,,,v1_0_0
"Preservation Method Comparison on CytAssist: Fixed Frozen Mouse Brain (Sagittal), 11 mm Capture Area",TENX77,TENX77.tif,Brain,Healthy,,Mus musculus,,Visium,4/17/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/fixed-frozen-visium-on-cytassist-mouse-brain-probe-based-whole-transcriptome-profiling-2-standard,100.0,55.0,5123,Fixed Frozen,19465,,0.264583333333333,0.273707763698077,40x,34428,46200,Brain,,,v1_0_0
Mouse Tissue Microarray in 3x3 Layout with 2 mm Edge to Edge Spacing (FFPE),TENX76,TENX76.tif,Lung/Brain,Healthy,,Mus musculus,,Visium,2/21/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-2-mm-edge-to-edge-spacing-ffpe-2-standard,100.0,55.0,4049,FFPE,19465,,0.264583333333333,0.273946028770689,40x,50834,48839,Lung/Brain,,,v1_0_0
Mouse Tissue Microarray in 5x5 Layout with 1 mm Edge to Edge Spacing (FFPE),TENX75,TENX75.tif,Kidney/Brain,Healthy,,Mus musculus,,Visium,2/21/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/mouse-tissue-microarray-in-5x5-layout-with-1-mm-edge-to-edge-spacing-ffpe-2-standard,100.0,55.0,2805,FFPE,19465,,0.264583333333333,0.273993448921817,40x,34284,33196,Kidney/Brain,,,v1_0_0
Mouse Tissue Microarray in 3x3 Layout with 1 mm Edge to Edge Spacing (FFPE),TENX74,TENX74.tif,Lung/Brain,Healthy,,Mus musculus,,Visium,2/21/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/mouse-tissue-microarray-in-3x3-layout-with-1-mm-edge-to-edge-spacing-ffpe-2-standard,100.0,55.0,4679,FFPE,19465,,0.264583333333333,0.273784822182875,40x,40583,39147,Lung/Brain,,,v1_0_0
"Human Brain Cancer, 11 mm Capture Area (FFPE)",TENX73,TENX73.tif,Brain,Cancer,GBM,Homo sapiens,,Visium,2/14/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-brain-cancer-11-mm-capture-area-ffpe-2-standard,100.0,55.0,10878,FFPE,18085,,0.264583333333333,0.273762488,40x,60095,51836,Brain,,,v1_0_0
"Human Lung Cancer, 11 mm Capture Area (FFPE)",TENX72,TENX72.tif,Lung,Cancer,LNET,Homo sapiens,,Visium,2/14/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-lung-cancer-11-mm-capture-area-ffpe-2-standard,100.0,55.0,6195,FFPE,18085,,0.264583333333333,0.273711234884543,40x,38510,32875,Lung,Neuroendocrine Carcinoma either ALUCA of LUCA,,v1_0_0
"Human Kidney, 11 mm Capture Area (FFPE)",TENX71,TENX71.tif,Kidney,Healthy,,Homo sapiens,,Visium,2/14/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-kidney-11-mm-capture-area-ffpe-2-standard,100.0,55.0,5936,FFPE,18085,,0.264583333333333,0.273721602322227,40x,35976,31762,Kidney,,,v1_0_0
"Human Colorectal Cancer, 11 mm Capture Area (FFPE)",TENX70,TENX70.tif,Bowel,Cancer,COADREAD,Homo sapiens,,Visium,2/14/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-colorectal-cancer-11-mm-capture-area-ffpe-2-standard,100.0,55.0,9080,FFPE,18085,,0.264583333333333,0.273591411325597,40x,51996,44403,Colorectal,Colon carcinoma,,v1_0_0
"Fresh Frozen Visium on CytAssist: Mouse Brain, Probe-Based Whole Transcriptome Profiling",TENX69,TENX69.tif,Brain,Healthy,,Mus musculus,,Visium,1/6/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/fresh-frozen-visium-on-cytassist-mouse-brain-probe-based-whole-transcriptome-profiling-2-standard,100.0,55.0,4298,Fresh Frozen,19465,,0.264583333333333,0.273774754664092,40x,26591,42112,Brain,,,v1_0_0
"Fresh Frozen Visium on CytAssist: Human Breast Cancer, Probe-Based Whole Transcriptome Profiling",TENX68,TENX68.tif,Breast,Cancer,IDC,Homo sapiens,,Visium,1/6/23,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/fresh-frozen-visium-on-cytassist-human-breast-cancer-probe-based-whole-transcriptome-profiling-2-standard,100.0,55.0,1657,Fresh Frozen,18085,,0.264583333333333,0.273835376545544,40x,20690,38232,Breast,,,v1_0_0
Adult Mouse Brain Coronal Section (Fresh Frozen) 1,TENX67,TENX67.tif,Brain,Healthy,,Mus musculus,,Visium,10/18/22,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/adult-mouse-brain-coronal-section-visium-ff-1-standard,100.0,55.0,2797,Fresh Frozen,32285,,,0.723761464288623,20x,13332,13332,Brain,,,v1_0_0
"Human Ovarian Cancer, 11 mm Capture Area (FFPE)",TENX65,TENX65.tif,Ovary,Cancer,HGSOC,Homo sapiens,,Visium,7/14/22,Creative Commons Attribution,,https://www.10xgenomics.com/datasets/human-ovarian-cancer-11-mm-capture-area-ffpe-2-standard,100.0,55.0,4674,FFPE,18085,,0.264583333333333,0.273844413593841,40x,30035,41048,Ovary,"Ovarian Serous Carcinoma, High Grade",,v1_0_0
