instance_id	sample_id	oncotree_code	n_spots_in_tls	st_technology	GC_score	Tfh_score	Plasma_score	HEV_score	Suppressive	Myeloid_supp	Cytotoxic	Neighbor_TGFB1	Neighbor_VEGFA	Neighbor_CD8A	Neighbor_tumor_fraction	Neighbor_myeloid_fraction	log_area_um2	circularity	convexity	Grad_GC	Grad_Tfh	Grad_Plasma	Grad_HEV	Grad_Suppressive	Grad_Myeloid_supp	Grad_Cytotoxic
NCBI628_4	NCBI628	EPM	3	Visium	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.616282	0.293098	0.105398	0.184219	0.672840	11.357312	0.132030	0.596299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
NCBI629_0	NCBI629	EPM	6	Visium	0.926671	0.000000	0.000000	0.000000	0.198525	0.000000	0.000000	0.654586	2.183771	0.751749	0.031572	1.012656	10.720510	0.367431	0.789626	-0.363180	0.000000	0.000000	0.000000	-1.611658	0.000000	0.000000
NCBI629_1	NCBI629	EPM	28	Visium	0.891238	0.061362	0.036507	0.174924	0.265380	0.000000	0.000000	0.839744	2.093535	0.796571	0.013963	0.745120	12.305445	0.082558	0.506736	-0.131188	-0.239244	-0.091372	-0.223622	0.039057	0.000000	0.000000
NCBI629_10	NCBI629	EPM	60	Visium	0.958357	0.046755	0.033097	0.134563	0.125568	0.014859	0.016793	0.904249	2.978841	0.614000	0.011893	0.786247	13.272604			0.341957	-0.019414	-0.026456	0.170635	-0.007827	0.038488	0.007516
NCBI629_11	NCBI629	EPM	7	Visium	1.175544	0.256457	0.000000	0.000000	0.127346	0.122266	0.000000	0.904249	2.978841	0.614000	0.011893	0.786247	11.210915			-0.149144	1.055276	0.000000	0.000000	0.414860	-0.953104	0.000000
NCBI629_2	NCBI629	EPM	21	Visium	0.618278	0.050038	0.000000	0.065437	0.139374	0.000000	0.000000	0.621572	2.288640	0.935408	0.000000	0.609392	12.103070	0.119693	0.586791	0.499987	0.008165	0.000000	-0.003466	-0.001181	0.000000	0.000000
NCBI629_3	NCBI629	EPM	6	Visium	1.446657	0.158996	0.000000	0.188053	0.143516	0.000000	0.000000	0.783894	1.195119	0.773403	0.053072	0.778153	11.046292	0.140182	0.563929	1.300789	0.776786	0.000000	0.581334	-0.622602	0.000000	0.000000
NCBI629_4	NCBI629	EPM	4	Visium	0.998930	0.000000	0.000000	0.000000	0.197539	0.000000	0.000000	0.824454	1.625845	0.802889	0.042862	1.063367	11.435169	0.116131	0.577393	-0.097980	0.000000	0.000000	0.000000	-0.795657	0.000000	0.000000
NCBI629_6	NCBI629	EPM	8	Visium	1.483528	0.000000	0.000000	0.139014	0.111211	0.000000	0.111211	0.810916	6.366912	0.237953	0.016720	1.196546	11.231424	0.218161	0.672165	0.967038	0.000000	0.000000	0.178447	0.142758	0.000000	0.142758
NCBI629_7	NCBI629	EPM	124	Visium	0.807435	0.065502	0.000000	0.189875	0.155689	0.009012	0.049182	0.904249	2.978841	0.614000	0.011893	0.786247	13.851670			0.131054	-0.050188	0.000000	0.294563	0.179530	-0.003680	-0.052448
NCBI629_8	NCBI629	EPM	62	Visium	0.875019	0.031337	0.000000	0.079409	0.245643	0.031789	0.031661	0.904249	2.978841	0.614000	0.011893	0.786247	13.206420			0.086117	0.092971	0.000000	-0.342262	0.036337	-0.030144	-0.089570
NCBI629_9	NCBI629	EPM	68	Visium	0.733367	0.028180	0.000000	0.056394	0.151027	0.028765	0.033186	0.904249	2.978841	0.614000	0.011893	0.786247	13.310145			0.389044	-0.080544	0.000000	0.016226	-0.043390	-0.066068	-0.116892
NCBI631_0	NCBI631	EPM	2	Visium	0.625216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.784106	4.497991	0.000000	0.000000	1.171456	10.853503	0.072182	0.375818							
NCBI633_0	NCBI633	EPM	16	Visium	0.595245	0.241783	0.000000	0.368703	0.177543	0.000000	0.000000	0.446625	0.592634	0.166550	0.161244	1.135788	11.777173	0.060939	0.454904	-0.400895	0.092780	0.000000	-0.024854	-0.073201	0.000000	0.000000
NCBI633_1	NCBI633	EPM	18	Visium	0.423941	0.244023	0.059546	0.000000	0.121375	0.000000	0.000000	0.211585	0.358210	0.149587	0.012860	0.776488	11.926881	0.031339	0.293770	-0.089853	-0.071417	-0.004054	0.000000	0.122212	0.000000	0.000000
NCBI633_2	NCBI633	EPM	9	Visium	0.587634	0.000000	0.000000	0.132021	0.224446	0.112317	0.000000	0.360420	1.084619	0.185741	0.011870	0.577315	10.963653	0.084097	0.446182	-0.064092	0.000000	0.000000	0.299919	-0.089292	0.119101	0.000000
NCBI633_3	NCBI633	EPM	9	Visium	0.568962	0.098476	0.000000	0.163919	0.000000	0.000000	0.000000	0.000000	0.226157	0.072307	0.038858	0.506902	11.556885	0.068895	0.476895	-0.008403	-0.152857	0.000000	0.125464	0.000000	0.000000	0.000000
NCBI633_4	NCBI633	EPM	16	Visium	0.572139	0.000000	0.000000	0.316717	0.000000	0.000000	0.000000	0.536113	1.635434	0.416104	0.009131	0.889458	11.861220	0.136303	0.567529	0.390234	0.000000	0.000000	-0.038200	0.000000	0.000000	0.000000
NCBI633_6	NCBI633	EPM	2	Visium	1.301869	0.000000	0.000000	0.000000	0.000000	0.460272	0.000000	0.435648	1.754552	0.000000	0.000000	0.901137	10.834884	0.224045	0.696487							
NCBI637_2	NCBI637	EPM	15	Visium	0.878858	0.000000	0.063523	0.074679	0.138639	0.000000	0.000000	0.478665	1.159620	0.152327	0.050104	0.600310	11.679736	0.168823	0.676360	0.165993	0.000000	-0.113607	0.195430	0.166093	0.000000	0.000000
NCBI637_3	NCBI637	EPM	3	Visium	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.753499	3.537336	0.000000	0.016826	1.482010	10.661697	0.151323	0.532482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
NCBI637_4	NCBI637	EPM	12	Visium	1.118406	0.000000	0.164958	0.378275	0.370538	0.071290	0.000000	0.989555	1.073531	0.268249	0.043072	1.306793	11.561820	0.133487	0.592821	0.331127	0.000000	-0.249545	-0.098124	-0.073218	-0.343987	0.000000
NCBI637_6	NCBI637	EPM	4	Visium	1.594599	0.000000	0.000000	0.257768	0.000000	0.000000	0.000000	0.609656	2.446769	0.286727	0.028085	0.699366	10.665998	0.214315	0.561681	0.318629	0.000000	0.000000	0.730655	0.000000	0.000000	0.000000
NCBI637_7	NCBI637	EPM	15	Visium	1.185492	0.169311	0.314992	0.348853	0.254485	0.055294	0.000000	0.906881	2.756785	0.365922	0.115842	1.955380	12.003522	0.080033	0.391464	-0.254953	0.056430	0.519888	0.332837	-0.066714	0.122609	0.000000
NCBI637_8	NCBI637	EPM	6	Visium	0.762052	0.000000	0.146810	0.743181	0.543709	0.000000	0.000000	0.439437	3.383083	0.067895	0.035492	1.566646	11.585218	0.143441	0.522251	-0.227341	0.000000	-0.207507	-0.078838	-0.070708	0.000000	0.000000
NCBI637_9	NCBI637	EPM	8	Visium	0.762209	0.117330	0.000000	0.581247	0.117413	0.117413	0.000000	0.854802	2.173128	0.234069	0.000000	1.479341	11.016414	0.204629	0.706013	-0.305875	0.185838	0.000000	-0.011573	-0.076424	-0.076424	0.000000
NCBI638_1	NCBI638	EPM	5	Visium	0.465242	0.000000	0.600952	0.000000	0.207157	0.408779	0.000000	0.993719	0.874154	0.000000	0.000000	2.041709	10.821237	0.150103	0.605729	1.212287	0.000000	2.124265	0.000000	-0.542052	0.472184	0.000000
NCBI638_2	NCBI638	EPM	30	Visium	0.608829	0.000000	0.147373	0.280914	0.074154	0.032931	0.000000	0.544397	1.208929	0.000000	0.025964	1.287892	12.639775	0.094534	0.584086	0.584676	0.000000	0.204719	0.126172	-0.072707	-0.030688	0.000000
NCBI638_3	NCBI638	EPM	37	Visium	0.403648	0.026406	0.835229	0.177591	0.198517	0.059460	0.055432	0.996104	1.454125	0.000000	0.042163	2.102020	13.163762	0.051413	0.429460	-0.301436	-0.049173	0.205220	-0.087925	0.215010	0.090004	-0.013326
NCBI641_0	NCBI641	EPM	17	Visium	2.028972	0.000000	0.000000	0.186850	0.422065	0.053871	0.264393	1.255258	6.527606	0.000000	0.041823	2.089053	11.690042	0.096978	0.557686	-0.825842	0.000000	0.000000	-0.255178	-0.005618	0.235101	0.201148
NCBI855_0	NCBI855	BLCA	28	Visium	0.269650	0.617944	7.589422	0.383306	0.502185	0.839632	1.375619	1.760825	0.447351	1.192150	0.397747	3.290386	12.556255	0.561197	0.935597	0.171096	0.203814	0.503481	-0.064187	0.406612	-0.274811	1.619544
NCBI855_1	NCBI855	BLCA	9	Visium	0.164577	0.499665	6.278908	0.216257	0.500568	0.505419	0.690019	1.385612	0.166975	0.913383	0.259634	1.662807	11.320602	0.188378	0.653401	0.529204	0.035230	0.610284	-0.210806	0.484732	0.379215	0.288040
NCBI855_3	NCBI855	BLCA	2	Visium	1.226213	0.000000	7.969298	1.372497	0.548999	1.285411	1.236214	0.693797	0.879076	0.215149	0.192608	0.914832	12.716058	0.236813	0.777846							
SPA0_0	SPA0	IDC	1	Spatial Transcriptomics	0.000000	0.000000	0.000000	0.000000	1.420918	0.000000	0.000000	0.522460	0.000000	0.000000	3.818764	0.397976	10.651289	0.354690	0.832073							
SPA100_0	SPA100	IDC	6	Spatial Transcriptomics	0.000000	0.549728	1.744224	1.774979	0.560113	0.170365	0.683373	2.673884	2.502080	0.000000	5.612433	4.370548	12.963970	0.241252	0.798042	0.000000	-0.608312	-0.275483	0.200097	-0.213203	0.059470	0.931464
SPA100_1	SPA100	IDC	2	Spatial Transcriptomics	0.000000	0.000000	0.000000	0.714679	0.000000	0.000000	0.000000	0.259719	2.489273	0.305745	5.071400	3.567774	11.271045	0.096994	0.496893							
SPA100_10	SPA100	IDC	7	Spatial Transcriptomics	0.147281	0.598853	0.292605	0.958866	0.166075	0.292605	0.441330	1.027940	3.623716	0.668108	6.013863	3.728271	12.255225	0.038517	0.466181	-0.445939	0.405554	-0.637534	-2.121780	-0.173581	-0.637534	1.352909
SPA100_11	SPA100	IDC	1	Spatial Transcriptomics	0.000000	0.000000	0.000000	0.000000	0.000000	1.045680	0.000000	1.430932	4.754560	0.282327	6.086912	3.447749	10.698446	0.108900	0.504603							
SPA100_12	SPA100	IDC	7	Spatial Transcriptomics	0.144126	0.296429	0.781050	0.370536	0.280164	0.305837	0.434895	1.319484	3.297182	0.735219	5.932855	4.368767	12.343985	0.050520	0.458279	-0.061754	-0.688312	-0.083416	-0.860390	-0.203916	0.223043	-0.273288
SPA100_13	SPA100	IDC	4	Spatial Transcriptomics	0.263666	0.000000	0.787120	0.000000	0.000000	0.261586	0.000000	1.629295	4.291703	0.941904	6.135856	4.237584	12.070934	0.119602	0.660639	-1.038819	0.000000	1.008064	0.000000	0.000000	-1.102630	0.000000
SPA100_14	SPA100	IDC	6	Spatial Transcriptomics	0.304380	0.000000	0.570711	0.644613	0.540853	0.170650	0.325758	1.653012	3.874801	0.330937	6.008399	3.889006	12.542847	0.058126	0.553697	-0.864634	0.000000	-0.677346	1.925488	0.762824	-0.609921	-0.604652
SPA100_15	SPA100	IDC	1	Spatial Transcriptomics	0.000000	0.000000	1.088338	1.360423	0.000000	0.000000	1.226534	3.432573	2.892719	0.341831	5.457156	4.660429	11.018613	0.120696	0.580314							
SPA100_16	SPA100	IDC	10	Spatial Transcriptomics	0.409399	0.497618	1.194793	0.788068	1.057197	0.091448	0.848569	1.619836	3.641297	0.346009	5.845768	4.168426	12.974487	0.027960	0.450990	0.482960	-0.181633	-0.056076	0.472468	-0.059018	0.057345	-0.029066
SPA100_2	SPA100	IDC	2	Spatial Transcriptomics	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.564986	2.437279	0.598978	5.326217	3.656298	11.959539	0.069198	0.530147							
SPA100_3	SPA100	IDC	1	Spatial Transcriptomics	0.000000	1.097902	0.000000	0.000000	0.000000	0.000000	0.000000	2.196535	2.756385	0.377594	5.714642	2.936903	11.061343	0.150549	0.635612							
SPA100_4	SPA100	IDC	2	Spatial Transcriptomics	0.000000	0.000000	0.000000	0.000000	0.000000	0.576730	0.000000	1.242848	3.325732	0.255415	5.700836	3.045997	11.430131	0.094191	0.519847							
SPA100_5	SPA100	IDC	10	Spatial Transcriptomics	0.105947	0.219380	0.239414	0.153460	0.104206	0.000000	0.339202	1.543894	2.596886	0.620736	5.579749	3.391996	13.133922			0.603729	0.598482	-0.096316	-0.209754	-0.342729	0.000000	0.596552
SPA100_6	SPA100	IDC	30	Spatial Transcriptomics	0.175016	0.482206	0.437476	0.542013	0.295136	0.209188	0.339210	1.543894	2.596886	0.620736	5.579749	3.391996	13.873584			0.337896	0.311067	-0.130446	1.274092	0.449369	0.259481	-0.318586
SPA100_7	SPA100	IDC	7	Spatial Transcriptomics	0.310217	0.153367	0.621544	0.196520	0.333968	0.000000	0.493629	1.543894	2.596886	0.620736	5.579749	3.391996	12.989172			-0.466786	-0.367499	0.017119	0.713680	0.107063	0.000000	0.483961
SPA100_9	SPA100	IDC	3	Spatial Transcriptomics	0.000000	0.000000	0.753482	0.451106	1.092573	0.000000	0.721769	1.671835	2.862229	1.002793	5.568332	3.281708	11.057542	0.168143	0.566845	0.000000	0.000000	-2.097013	0.797489	-0.050156	0.000000	1.275982
SPA101_0	SPA101	IDC	7	Spatial Transcriptomics	0.159707	0.323520	0.995463	0.830235	0.780149	0.000000	0.312344	1.374710	2.418182	0.473136	5.304072	4.622867	12.867429	0.128879	0.730386	-0.585809	1.042627	-0.994466	-0.457025	0.056517	0.000000	-1.336654
SPA101_1	SPA101	IDC	1	Spatial Transcriptomics	0.000000	0.000000	0.000000	1.307654	1.046124	0.000000	0.000000	1.055822	2.968558	0.332738	5.495092	3.866302	11.140781	0.131093	0.667828							
SPA101_10	SPA101	IDC	1	Spatial Transcriptomics	1.034804	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.678485	4.372390	0.888577	5.825915	4.170125	11.500764	0.107651	0.610947							
SPA101_11	SPA101	IDC	3	Spatial Transcriptomics	0.000000	0.000000	0.416765	2.192743	1.042455	0.343781	1.057471	2.584888	1.771667	0.419771	5.874326	4.245715	12.468941	0.097106	0.721565	0.000000	0.000000	4.066305	-4.310706	-0.003790	3.354210	9.889080
SPA101_12	SPA101	IDC	23	Spatial Transcriptomics	0.266459	0.218048	0.825766	0.446852	0.357640	0.041466	0.789254	1.843952	2.415616	0.761894	5.656879	4.215424	13.705360	0.047161	0.528420	-0.208199	-0.054881	-0.541076	0.001299	-0.384807	-0.025590	0.213675
SPA101_2	SPA101	IDC	25	Spatial Transcriptomics	0.271998	0.277587	0.272003	0.328417	0.415062	0.135152	0.903514	1.412673	3.434027	0.371711	5.321117	3.916947	13.818774	0.070633	0.734739	-0.143441	0.134045	-0.168974	0.503158	0.553529	-0.059409	-1.145753
SPA101_3	SPA101	IDC	7	Spatial Transcriptomics	0.447289	0.613811	0.649538	0.812724	0.296356	0.000000	1.294205	1.474802	2.269944	1.158137	5.488382	4.434255	12.581623	0.045076	0.530566	0.048950	-0.541345	1.065021	-0.052920	0.504835	0.000000	-1.205653
SPA101_4	SPA101	IDC	20	Spatial Transcriptomics	0.117187	0.179537	0.395089	0.145244	0.183206	0.000000	0.401476	1.308478	2.491737	0.345315	5.425529	3.446965	13.616392	0.044333	0.494052	0.201161	-0.076250	0.841530	0.181103	-0.063843	0.000000	-0.034391
SPA101_5	SPA101	IDC	1	Spatial Transcriptomics	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.254730	3.273524	0.762098	5.238903	4.141328	11.347992	0.099271	0.600958							
SPA101_6	SPA101	IDC	7	Spatial Transcriptomics	0.143430	0.300707	0.450805	0.000000	0.480671	0.000000	1.237475	0.530146	1.995717	0.000000	5.533618	3.737750	11.977514	0.105577	0.597929	-0.027970	0.122273	0.266062	0.000000	-0.294011	0.000000	0.736824
SPA101_7	SPA101	IDC	13	Spatial Transcriptomics	0.638195	0.165774	0.682995	0.853383	0.423477	0.234640	1.190400	0.658412	3.472127	0.000000	5.502717	4.014953	13.061115	0.043317	0.474242	0.206520	-0.054742	0.639481	-0.812610	0.441308	-0.476830	0.147733
SPA101_8	SPA101	IDC	2	Spatial Transcriptomics	0.000000	0.000000	0.588260	0.633517	0.000000	0.000000	0.957909	2.354967	1.739882	0.576951	5.543809	4.135693	11.278297	0.106378	0.568829							
SPA101_9	SPA101	IDC	13	Spatial Transcriptomics	0.074298	0.332867	0.429087	0.277681	0.557782	0.070614	0.730426	1.763168	2.238844	0.747838	5.659386	3.787801	13.353216	0.042032	0.541400	0.468989	0.052171	0.411946	0.120474	-1.092971	0.153570	0.462043
SPA102_0	SPA102	IDC	3	Spatial Transcriptomics	0.339958	0.000000	2.713509	0.000000	1.120468	0.000000	1.120522	5.292877	0.354056	0.357581	4.893924	5.976944	11.240762	0.171905	0.628710	0.426732	0.000000	-0.118334	0.000000	-0.001053	0.000000	-0.001540
SPA102_1	SPA102	IDC	1	Spatial Transcriptomics	0.994105	0.000000	2.652663	0.000000	0.994105	0.000000	0.994105	5.407862	0.000000	0.422596	3.963612	5.723494	12.663779	0.074068	0.540941							
SPA102_10	SPA102	IDC	7	Spatial Transcriptomics	0.150893	0.155242	2.416036	0.613859	0.895437	0.000000	0.977468	4.248266	0.994075	0.236842	4.261266	5.371360	12.496849			0.384350	0.643137	-0.324165	1.631022	-0.737071	0.000000	0.416941
SPA102_11	SPA102	IDC	16	Spatial Transcriptomics	0.144637	0.071735	1.948214	0.278710	0.713115	0.079474	0.550445	4.248266	0.994075	0.236842	4.261266	5.371360	13.275100			0.027243	0.077514	-0.648832	0.574173	-0.212005	-0.167372	-1.002887
SPA102_12	SPA102	IDC	7	Spatial Transcriptomics	0.000000	0.165109	2.018970	0.000000	0.868871	0.164990	0.535583	4.248266	0.994075	0.236842	4.261266	5.371360	12.630036			0.000000	-0.807398	-0.005510	0.000000	-1.620731	1.054238	1.873813
SPA102_13	SPA102	IDC	22	Spatial Transcriptomics	0.157383	0.340596	2.382777	0.307304	1.016317	0.145503	0.916123	4.248266	0.994075	0.236842	4.261266	5.371360	13.600669			0.286904	-0.673216	-0.520306	-0.172300	-0.412382	0.199287	-0.186187
SPA102_14	SPA102	IDC	12	Spatial Transcriptomics	0.088945	0.501829	2.188664	0.228919	1.192960	0.000000	0.390698	4.248266	0.994075	0.236842	4.261266	5.371360	12.945953			-0.383272	-0.776664	-0.404916	-0.453616	-0.012336	0.000000	0.175587
SPA102_15	SPA102	IDC	5	Spatial Transcriptomics	0.213222	0.240851	1.831353	0.251817	1.166195	0.000000	0.414675	4.248266	0.994075	0.236842	4.261266	5.371360	12.577364			0.629337	0.710885	-1.531570	-2.219854	0.593307	0.000000	-1.146546
SPA102_2	SPA102	IDC	26	Spatial Transcriptomics	0.175119	0.221964	2.121378	0.508648	0.973532	0.049036	0.260425	4.248266	0.994075	0.236842	4.261266	5.371360	13.741236			0.157615	-0.299551	0.013521	-0.593205	-0.332995	0.125714	0.210724
SPA102_3	SPA102	IDC	21	Spatial Transcriptomics	0.118225	0.217077	1.945186	0.272603	0.889002	0.053986	0.604296	4.248266	0.994075	0.236842	4.261266	5.371360	13.761165			-0.169098	0.271132	-0.304993	0.483206	-0.054725	0.014149	0.062183
SPA102_4	SPA102	IDC	17	Spatial Transcriptomics	0.071838	0.079206	1.833982	0.732542	0.453925	0.000000	0.599860	4.248266	0.994075	0.236842	4.261266	5.371360	13.461075			0.029877	-0.377041	0.534304	0.644279	0.658401	0.000000	-0.291336
SPA102_5	SPA102	IDC	19	Spatial Transcriptomics	0.184037	0.132078	1.975936	0.329214	0.746938	0.000000	0.783618	4.248266	0.994075	0.236842	4.261266	5.371360	13.406123			-0.270892	0.229115	0.038349	-0.658357	-0.174127	0.000000	0.508976
SPA102_6	SPA102	IDC	20	Spatial Transcriptomics	0.120974	0.250665	2.292833	0.289478	0.999649	0.000000	0.227105	4.248266	0.994075	0.236842	4.261266	5.371360	13.587622			-0.108693	-0.902071	0.102575	-0.603996	-0.083048	0.000000	0.076090
SPA102_7	SPA102	IDC	23	Spatial Transcriptomics	0.247170	0.785259	2.346167	0.292465	1.078086	0.233284	0.898761	4.248266	0.994075	0.236842	4.261266	5.371360	13.743852			-0.196653	-0.882303	0.514642	-0.408628	-0.611235	0.093212	0.304264
SPA102_8	SPA102	IDC	8	Spatial Transcriptomics	0.252309	0.249737	2.120417	0.157758	1.255116	0.126206	0.777983	4.248266	0.994075	0.236842	4.261266	5.371360	13.403777			-0.414164	-0.293514	-0.548825	-0.003182	-0.859101	-0.002546	0.738365
SPA102_9	SPA102	IDC	14	Spatial Transcriptomics	0.302482	0.304806	2.146703	0.652022	1.169871	0.082336	0.556485	4.248266	0.994075	0.236842	4.261266	5.371360	13.231220			0.551797	-0.437504	0.390673	-1.139936	-0.273604	-0.346983	1.246395
SPA103_0	SPA103	IDC	2	Spatial Transcriptomics	0.590072	0.000000	2.262186	0.000000	1.193933	0.000000	0.534683	4.408475	1.017918	0.314923	4.246774	5.127822	11.498086	0.186723	0.689939							
SPA103_1	SPA103	IDC	41	Spatial Transcriptomics	0.335581	0.630297	2.298701	0.323093	0.881700	0.256695	0.556183	3.774506	0.906558	0.186280	4.027229	4.953255	14.245586			0.041566	0.040472	0.699223	-0.569475	-0.506920	0.020432	0.236157
SPA103_10	SPA103	IDC	10	Spatial Transcriptomics	0.000000	0.581741	2.060056	0.138627	0.927427	0.235642	0.606937	3.774506	0.906558	0.186280	4.027229	4.953255	12.743726			0.000000	0.642886	0.275893	0.286128	-0.518731	-0.599320	0.572226
SPA103_11	SPA103	IDC	2	Spatial Transcriptomics	0.618614	0.000000	1.998820	0.000000	1.858093	1.237228	0.000000	3.774506	0.906558	0.186280	4.027229	4.953255	12.273250									
SPA103_12	SPA103	IDC	3	Spatial Transcriptomics	0.000000	0.000000	2.221496	0.000000	0.393381	0.000000	0.375250	3.774506	0.906558	0.186280	4.027229	4.953255	11.577448			0.000000	0.000000	-0.524746	0.000000	0.569251	0.000000	0.520724
SPA103_13	SPA103	IDC	2	Spatial Transcriptomics	0.000000	0.603927	1.317556	0.000000	0.759443	0.000000	0.000000	3.197419	0.467815	0.000000	3.676636	4.545526	10.713907	0.136120	0.618397							
SPA103_2	SPA103	IDC	22	Spatial Transcriptomics	0.097989	0.170217	1.728447	0.404859	0.816252	0.000000	0.320141	3.774506	0.906558	0.186280	4.027229	4.953255	13.514720			0.269409	0.339252	0.534236	0.799261	0.209255	0.000000	0.263667
SPA103_3	SPA103	IDC	26	Spatial Transcriptomics	0.182636	0.187004	2.286311	0.392659	0.882114	0.000000	0.570632	3.774506	0.906558	0.186280	4.027229	4.953255	13.923382			0.303267	-0.006492	-0.536964	-0.428789	-0.141959	0.000000	0.554647
SPA103_4	SPA103	IDC	9	Spatial Transcriptomics	0.117065	0.714525	2.149681	0.146331	1.205082	0.126497	0.772548	3.774506	0.906558	0.186280	4.027229	4.953255	13.400318			-0.375964	-0.533233	-2.159760	-0.469955	-1.303082	0.128719	0.979792
SPA103_5	SPA103	IDC	11	Spatial Transcriptomics	0.206104	0.426538	2.320073	0.373929	0.961483	0.313686	0.893856	3.774506	0.906558	0.186280	4.027229	4.953255	12.909192			0.318411	0.430755	0.530695	0.800154	-0.743660	0.396408	-0.016566
SPA103_6	SPA103	IDC	36	Spatial Transcriptomics	0.226261	0.503422	2.300644	0.520180	0.986602	0.069524	0.343471	3.774506	0.906558	0.186280	4.027229	4.953255	14.222732			-0.510325	-0.285478	0.404256	-0.075936	-0.318119	0.224334	-0.072051
SPA103_7	SPA103	IDC	22	Spatial Transcriptomics	0.000000	0.342952	2.065551	0.355802	0.853956	0.054097	0.294360	3.774506	0.906558	0.186280	4.027229	4.953255	13.577924			0.000000	0.534061	-0.415354	-0.224975	-0.088547	0.007174	0.573696
SPA103_8	SPA103	IDC	7	Spatial Transcriptomics	0.000000	0.337426	2.466736	0.645329	1.112121	0.172124	0.681258	3.774506	0.906558	0.186280	4.027229	4.953255	12.832570			0.000000	-1.037325	0.434038	-0.757832	-1.321830	-1.310371	-1.103773
SPA103_9	SPA103	IDC	26	Spatial Transcriptomics	0.299629	0.488313	2.166209	0.425199	0.982636	0.171568	0.470286	3.774506	0.906558	0.186280	4.027229	4.953255	14.023929			-0.035858	0.383343	0.037759	0.525749	0.138625	0.174342	-0.152577
SPA104_0	SPA104	IDC	25	Spatial Transcriptomics	0.049586	0.053760	2.042950	0.000000	0.651004	0.105381	0.256592	2.912452	1.141424	0.000000	3.712446	4.607427	13.812282			0.219656	-0.075482	0.151697	0.000000	0.007534	-0.141370	0.702260
SPA104_1	SPA104	IDC	22	Spatial Transcriptomics	0.259042	0.302429	2.185415	0.247240	0.878390	0.048894	0.674105	2.912452	1.141424	0.000000	3.712446	4.607427	13.636969			0.229673	-0.749657	0.043023	-0.017507	0.107759	-0.000395	-0.887522
SPA104_11	SPA104	IDC	20	Spatial Transcriptomics	0.000000	0.000000	1.877324	0.083583	0.624768	0.000000	0.069727	2.912452	1.141424	0.000000	3.712446	4.607427	13.478701			0.000000	0.000000	-0.142628	0.355651	-0.314392	0.000000	0.359606
SPA104_12	SPA104	IDC	22	Spatial Transcriptomics	0.446751	0.286927	1.982663	0.000000	1.153352	0.104322	0.172160	2.912452	1.141424	0.000000	3.712446	4.607427	13.725219			-0.122835	0.850475	0.013497	0.000000	0.537931	-0.116305	0.315587
SPA104_13	SPA104	IDC	6	Spatial Transcriptomics	0.198610	0.000000	2.071723	0.704510	1.128764	0.000000	0.954045	2.912452	1.141424	0.000000	3.712446	4.607427	13.225600			0.064774	0.000000	0.129977	0.973052	-2.626128	0.000000	2.614286
SPA104_14	SPA104	IDC	22	Spatial Transcriptomics	0.108652	0.230672	1.933180	0.145325	0.748837	0.053386	0.280212	2.912452	1.141424	0.000000	3.712446	4.607427	13.650764			0.415437	0.454503	0.611523	-0.770934	0.708514	0.324027	0.162220
SPA104_15	SPA104	IDC	7	Spatial Transcriptomics	0.348199	0.000000	2.088484	0.445080	1.136799	0.000000	0.358058	2.912452	1.141424	0.000000	3.712446	4.607427	12.571122			0.015847	0.000000	-1.243816	-0.483790	-1.858719	0.000000	0.851521
SPA104_16	SPA104	IDC	11	Spatial Transcriptomics	0.225753	0.109414	1.876477	0.284394	0.860956	0.118470	0.114056	2.912452	1.141424	0.000000	3.712446	4.607427	12.875688			-0.475084	-0.058343	0.617763	0.913516	0.594889	-0.233114	0.230799
SPA104_2	SPA104	IDC	37	Spatial Transcriptomics	0.207297	0.134400	2.016828	0.126905	0.694587	0.000000	0.181318	2.912452	1.141424	0.000000	3.712446	4.607427	14.143807			0.004204	0.172871	-0.334581	-0.032203	-0.174056	0.000000	-0.151494
SPA104_3	SPA104	IDC	5	Spatial Transcriptomics	0.234854	0.220356	2.077781	0.000000	0.465893	0.000000	0.479747	2.912452	1.141424	0.000000	3.712446	4.607427	12.786479			0.712700	0.024928	-0.801764	0.000000	2.288025	0.000000	0.321716
SPA104_4	SPA104	IDC	23	Spatial Transcriptomics	0.148590	0.521763	2.243131	0.256113	0.848364	0.254319	0.272076	2.912452	1.141424	0.000000	3.712446	4.607427	13.848033			0.264690	-0.088004	0.163291	0.251225	-0.311853	0.451466	-0.086061
SPA104_5	SPA104	IDC	5	Spatial Transcriptomics	0.000000	0.232459	1.798037	0.287702	0.498543	0.000000	0.000000	2.912452	1.141424	0.000000	3.712446	4.607427	12.420527			0.000000	-0.596468	-0.671844	0.909345	0.968376	0.000000	0.000000
