instance_id	sample_id	oncotree_code	n_spots_in_tls	st_technology	GC_score	Tfh_score	Plasma_score	HEV_score	Suppressive	Myeloid_supp	Cytotoxic	Neighbor_TGFB1	Neighbor_VEGFA	Neighbor_CD8A	Neighbor_tumor_fraction	Neighbor_myeloid_fraction
SPA100_4	SPA100	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-1.059578	1.315309	-0.634410	-0.611685	1.007735	-0.011199	0.928951	0.502675
SPA100_5	SPA100	IDC	10	Spatial Transcriptomics	-0.506417	0.041482	-0.811462	-0.508445	-0.826002	-0.420164	0.086290	-0.388849	0.527358	0.935229	0.853991	0.759090
SPA100_6	SPA100	IDC	30	Spatial Transcriptomics	-0.337681	0.752645	-0.720585	0.208121	-0.398035	0.209316	0.086307	-0.388849	0.527358	0.935229	0.853991	0.759090
SPA100_7	SPA100	IDC	7	Spatial Transcriptomics	-0.007384	-0.137138	-0.636129	-0.429034	-0.310994	-0.420164	0.414399	-0.388849	0.527358	0.935229	0.853991	0.759090
SPA100_9	SPA100	IDC	3	Spatial Transcriptomics	-0.765246	-0.552123	-0.575592	0.040471	1.389406	-0.420164	0.899126	-0.294146	0.702244	1.925016	0.846923	0.677358
SPA101_0	SPA101	IDC	7	Spatial Transcriptomics	-0.375081	0.323268	-0.464564	0.739658	0.689113	-0.420164	0.029225	-0.514080	0.409575	0.552845	0.683331	1.671272
SPA101_1	SPA101	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	1.620111	1.285291	-0.420164	-0.634410	-0.750123	0.772324	0.189120	0.801583	1.110592
SPA101_10	SPA101	IDC	1	Spatial Transcriptomics	1.762785	-0.552123	-0.921312	-0.791455	-1.059578	-0.420164	-0.634410	-1.029429	1.697580	1.629119	1.006382	1.335751
SPA101_11	SPA101	IDC	3	Spatial Transcriptomics	-0.765246	-0.552123	-0.730088	3.252386	1.277067	0.614328	1.612389	0.381701	-0.016538	0.414594	1.036351	1.391770
SPA101_12	SPA101	IDC	23	Spatial Transcriptomics	-0.114285	0.037878	-0.542426	0.032626	-0.257934	-0.295386	1.042511	-0.166744	0.407884	1.300924	0.901739	1.369322
SPA101_2	SPA101	IDC	25	Spatial Transcriptomics	-0.100753	0.198981	-0.796509	-0.185791	-0.129223	-0.013470	1.285278	-0.485979	1.079112	0.290086	0.693883	1.148125
SPA101_3	SPA101	IDC	7	Spatial Transcriptomics	0.327483	1.108746	-0.623285	0.707365	-0.395301	-0.420164	2.115376	-0.439991	0.311873	2.327462	0.797429	1.531494
SPA101_4	SPA101	IDC	20	Spatial Transcriptomics	-0.478957	-0.066326	-0.740034	-0.523597	-0.648925	-0.420164	0.218603	-0.563105	0.458055	0.221702	0.758520	0.799827
SPA101_5	SPA101	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-1.059578	-0.420164	-0.634410	-0.602890	0.973325	1.301453	0.642987	1.314410
SPA101_6	SPA101	IDC	7	Spatial Transcriptomics	-0.414846	0.261540	-0.714469	-0.791455	0.017838	-0.420164	1.994842	-1.139231	0.131132	-0.672897	0.825433	1.015324
SPA101_7	SPA101	IDC	13	Spatial Transcriptomics	0.793867	-0.103566	-0.607934	0.782348	-0.110361	0.285905	1.894823	-1.044288	1.104223	-0.672897	0.806303	1.220755
SPA101_8	SPA101	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.651401	0.376872	-1.059578	-0.420164	1.400851	0.211512	-0.037488	0.821797	0.831742	1.310234
SPA101_9	SPA101	IDC	13	Spatial Transcriptomics	-0.583735	0.348559	-0.724434	-0.279358	0.190681	-0.207675	0.917520	-0.226541	0.291375	1.264510	0.903291	1.052416
SPA102_0	SPA102	IDC	3	Spatial Transcriptomics	0.065273	-0.552123	0.323725	-0.791455	1.451932	-0.420164	1.746353	2.386169	-0.950876	0.253480	0.429425	2.674760
SPA102_1	SPA102	IDC	1	Spatial Transcriptomics	1.663357	-0.552123	0.295808	-0.791455	1.168691	-0.420164	1.477756	2.471282	-1.184232	0.421913	-0.146492	2.486932
SPA102_10	SPA102	IDC	7	Spatial Transcriptomics	-0.396613	-0.132064	0.187236	0.340619	0.947529	-0.420164	1.442408	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_11	SPA102	IDC	16	Spatial Transcriptomics	-0.411897	-0.358020	-0.027414	-0.277460	0.538857	-0.181014	0.535116	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_12	SPA102	IDC	7	Spatial Transcriptomics	-0.765246	-0.105366	0.005051	-0.791455	0.887981	0.076317	0.503539	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_13	SPA102	IDC	22	Spatial Transcriptomics	-0.380758	0.369473	0.171976	-0.224727	1.218479	0.017678	1.312069	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_14	SPA102	IDC	12	Spatial Transcriptomics	-0.547953	0.805742	0.082911	-0.369284	1.614421	-0.420164	0.195703	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_15	SPA102	IDC	5	Spatial Transcriptomics	-0.244343	0.099579	-0.081034	-0.327056	1.554428	-0.420164	0.246646	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_2	SPA102	IDC	26	Spatial Transcriptomics	-0.337429	0.048474	0.052038	0.146590	1.122577	-0.272607	-0.081087	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_3	SPA102	IDC	21	Spatial Transcriptomics	-0.476421	0.035251	-0.028804	-0.288723	0.933105	-0.257711	0.649532	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_4	SPA102	IDC	17	Spatial Transcriptomics	-0.589745	-0.337805	-0.079827	0.559494	-0.042113	-0.420164	0.640107	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_5	SPA102	IDC	19	Spatial Transcriptomics	-0.315643	-0.194742	-0.014695	-0.184321	0.614671	-0.420164	1.030536	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_6	SPA102	IDC	20	Spatial Transcriptomics	-0.469706	0.126134	0.130707	-0.257602	1.181118	-0.420164	-0.151882	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_7	SPA102	IDC	23	Spatial Transcriptomics	-0.161408	1.572656	0.155178	-0.252093	1.356933	0.281825	1.275180	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_8	SPA102	IDC	8	Spatial Transcriptomics	-0.148854	0.123623	0.051597	-0.500519	1.753743	-0.040390	1.018564	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA102_9	SPA102	IDC	14	Spatial Transcriptomics	-0.026281	0.272631	0.063658	0.410999	1.562668	-0.172402	0.547949	1.612942	-0.529044	-0.059316	0.037773	2.225970
SPA103_0	SPA103	IDC	2	Spatial Transcriptomics	0.676303	-0.552123	0.116645	-0.791455	1.616602	-0.420164	0.501626	1.731530	-0.513329	0.142967	0.028802	2.045488
SPA103_1	SPA103	IDC	41	Spatial Transcriptomics	0.054580	1.153355	0.133399	-0.195609	0.916737	0.352272	0.547307	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_10	SPA103	IDC	10	Spatial Transcriptomics	-0.765246	1.021970	0.023902	-0.535800	1.019234	0.288921	0.655144	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_11	SPA103	IDC	2	Spatial Transcriptomics	0.746031	-0.552123	-0.004195	-0.791455	3.105305	3.302852	-0.634410	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_12	SPA103	IDC	3	Spatial Transcriptomics	-0.765246	-0.552123	0.097975	-0.791455	-0.177821	-0.420164	0.162880	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_13	SPA103	IDC	2	Spatial Transcriptomics	-0.765246	1.082002	-0.316779	-0.791455	0.642701	-0.420164	-0.634410	0.835099	-0.875898	-0.672897	-0.324146	1.613956
SPA103_2	SPA103	IDC	22	Spatial Transcriptomics	-0.525858	-0.091544	-0.128250	-0.044817	0.770037	-0.420164	0.045791	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_3	SPA103	IDC	26	Spatial Transcriptomics	-0.319065	-0.046122	0.127714	-0.067316	0.917665	-0.420164	0.578007	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_4	SPA103	IDC	9	Spatial Transcriptomics	-0.479255	1.381262	0.065025	-0.521593	1.641593	-0.039514	1.007016	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_5	SPA103	IDC	11	Spatial Transcriptomics	-0.261733	0.602017	0.143205	-0.101858	1.095570	0.523767	1.264758	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_6	SPA103	IDC	36	Spatial Transcriptomics	-0.212489	0.810052	0.134291	0.167857	1.151873	-0.210955	0.095360	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_7	SPA103	IDC	22	Spatial Transcriptomics	-0.765246	0.375848	0.026423	-0.135288	0.854550	-0.257377	-0.008986	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_8	SPA103	IDC	7	Spatial Transcriptomics	-0.765246	0.360895	0.210499	0.398656	1.433222	0.097785	0.813053	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA103_9	SPA103	IDC	26	Spatial Transcriptomics	-0.033251	0.769170	0.072608	-0.007306	1.142984	0.096112	0.364803	1.262262	-0.586726	-0.190306	-0.107109	1.916118
SPA104_0	SPA104	IDC	25	Spatial Transcriptomics	-0.644107	-0.406657	0.016053	-0.791455	0.399636	-0.103055	-0.089231	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_1	SPA104	IDC	22	Spatial Transcriptomics	-0.132405	0.266199	0.081420	-0.335497	0.909318	-0.273034	0.797855	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_11	SPA104	IDC	20	Spatial Transcriptomics	-0.765246	-0.552123	-0.059941	-0.637312	0.340829	-0.420164	-0.486262	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_12	SPA104	IDC	22	Spatial Transcriptomics	0.326169	0.224253	-0.011608	-0.791455	1.525641	-0.106242	-0.268623	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_13	SPA104	IDC	6	Spatial Transcriptomics	-0.280041	-0.552123	0.029255	0.507797	1.470527	-0.420164	1.392641	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_14	SPA104	IDC	22	Spatial Transcriptomics	-0.499808	0.072037	-0.034312	-0.523448	0.618927	-0.259517	-0.039046	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_15	SPA104	IDC	7	Spatial Transcriptomics	0.085406	-0.552123	0.036946	0.029358	1.488537	-0.420164	0.126353	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_16	SPA104	IDC	11	Spatial Transcriptomics	-0.213730	-0.256067	-0.060329	-0.266978	0.870240	-0.063669	-0.392076	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_2	SPA104	IDC	37	Spatial Transcriptomics	-0.258818	-0.188459	0.004068	-0.557418	0.497327	-0.420164	-0.249165	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_3	SPA104	IDC	5	Spatial Transcriptomics	-0.191496	0.044123	0.032035	-0.791455	-0.015287	-0.420164	0.384904	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_4	SPA104	IDC	23	Spatial Transcriptomics	-0.402240	0.859680	0.107902	-0.319133	0.842015	0.345123	-0.056332	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_5	SPA104	IDC	5	Spatial Transcriptomics	-0.765246	0.076872	-0.096320	-0.260877	0.057898	-0.420164	-0.634410	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_6	SPA104	IDC	19	Spatial Transcriptomics	-0.047291	-0.552123	0.121702	-0.386563	1.190465	-0.068667	0.408554	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_7	SPA104	IDC	9	Spatial Transcriptomics	-0.765246	0.237095	0.000344	-0.467436	1.542768	-0.420164	0.617930	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_8	SPA104	IDC	11	Spatial Transcriptomics	-0.488825	0.100342	0.032597	-0.791455	0.748079	-0.420164	-0.156427	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA104_9	SPA104	IDC	20	Spatial Transcriptomics	-0.450953	0.347969	-0.117869	-0.625642	0.056925	-0.240201	-0.348616	0.624165	-0.431927	-0.672897	-0.301978	1.659830
SPA108_0	SPA108	IDC	9	Spatial Transcriptomics	-0.765246	-0.552123	-0.150209	-0.238857	0.633862	-0.010208	1.417772	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_1	SPA108	IDC	7	Spatial Transcriptomics	-0.765246	1.145435	-0.463427	-0.432286	0.373041	0.041983	1.113903	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_10	SPA108	IDC	8	Spatial Transcriptomics	-0.406930	-0.183548	-0.384365	-0.791455	-0.087281	-0.420164	0.211808	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_11	SPA108	IDC	9	Spatial Transcriptomics	-0.765246	0.121949	-0.416680	-0.487357	0.687638	-0.420164	0.272198	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_12	SPA108	IDC	19	Spatial Transcriptomics	-0.586694	-0.209933	-0.379430	-0.791455	-0.353840	-0.420164	-0.210570	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_2	SPA108	IDC	17	Spatial Transcriptomics	-0.163370	0.101184	-0.291236	-0.379643	0.782571	-0.244197	1.787396	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_3	SPA108	IDC	18	Spatial Transcriptomics	-0.617310	-0.060370	-0.411963	-0.513596	-0.063671	-0.021926	0.581015	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_4	SPA108	IDC	5	Spatial Transcriptomics	0.937096	0.690244	-0.107012	-0.791455	-0.548567	-0.420164	0.835743	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_6	SPA108	IDC	9	Spatial Transcriptomics	-0.765246	-0.212663	-0.421942	-0.791455	-0.119179	-0.074222	0.153126	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_7	SPA108	IDC	9	Spatial Transcriptomics	-0.481410	-0.552123	-0.153174	0.048724	-0.191817	-0.420164	0.729240	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_8	SPA108	IDC	18	Spatial Transcriptomics	-0.616809	0.213538	-0.276505	-0.513242	0.024217	-0.264635	0.689870	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA108_9	SPA108	IDC	6	Spatial Transcriptomics	-0.765246	-0.552123	-0.087112	-0.355790	-0.646159	-0.420164	0.879441	0.117381	-0.754651	0.467110	0.548918	0.232291
SPA109_0	SPA109	IDC	8	Spatial Transcriptomics	-0.421300	-0.552123	-0.207418	-0.466905	0.840307	-0.420164	0.285042	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_1	SPA109	IDC	12	Spatial Transcriptomics	-0.322380	-0.322141	-0.250956	-0.173558	0.514853	-0.420164	0.400850	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_10	SPA109	IDC	8	Spatial Transcriptomics	-0.408015	-0.552123	-0.420020	-0.791455	0.600240	0.040933	-0.634410	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_11	SPA109	IDC	6	Spatial Transcriptomics	0.291610	-0.552123	-0.723517	-0.791455	-1.059578	0.170441	-0.634410	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_12	SPA109	IDC	5	Spatial Transcriptomics	-0.247722	0.510503	-0.499586	0.156788	-0.584744	-0.420164	0.238505	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_2	SPA109	IDC	26	Spatial Transcriptomics	-0.545744	-0.304017	-0.295515	-0.499586	0.175735	-0.420164	-0.356269	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_3	SPA109	IDC	14	Spatial Transcriptomics	-0.366958	0.132095	-0.319693	-0.606863	0.098504	-0.420164	0.449535	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_4	SPA109	IDC	12	Spatial Transcriptomics	-0.308191	-0.053046	-0.287754	-0.791455	-0.206806	-0.420164	-0.043559	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_5	SPA109	IDC	21	Spatial Transcriptomics	-0.280038	0.143909	-0.192387	-0.324327	0.183280	-0.091055	0.196769	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_6	SPA109	IDC	14	Spatial Transcriptomics	-0.198281	-0.097124	-0.358206	-0.107890	0.057588	-0.420164	-0.299831	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_7	SPA109	IDC	5	Spatial Transcriptomics	-0.126117	0.069677	-0.070617	-0.266046	-0.564436	-0.420164	-0.146156	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_8	SPA109	IDC	5	Spatial Transcriptomics	-0.765246	-0.049371	-0.277087	-0.293885	0.958790	0.229342	1.156511	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA109_9	SPA109	IDC	8	Spatial Transcriptomics	-0.765246	-0.552123	-0.295294	-0.791455	-0.074099	-0.420164	-0.317799	0.228872	-0.632676	-0.388029	0.681097	0.300533
SPA110_0	SPA110	IDC	24	Spatial Transcriptomics	-0.349297	0.129806	-0.123128	-0.615776	0.135684	-0.289413	1.226529	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_1	SPA110	IDC	6	Spatial Transcriptomics	-0.765246	-0.552123	-0.326144	-0.390445	-1.059578	-0.420164	0.157067	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_10	SPA110	IDC	4	Spatial Transcriptomics	-0.257093	0.062480	-0.022063	1.438657	0.720023	-0.420164	0.885992	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_11	SPA110	IDC	12	Spatial Transcriptomics	-0.555802	-0.552123	-0.365881	-0.791455	-0.236409	-0.166654	-0.049117	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_12	SPA110	IDC	6	Spatial Transcriptomics	-0.765246	0.877766	-0.289224	-0.791455	0.864489	-0.420164	1.564276	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_13	SPA110	IDC	12	Spatial Transcriptomics	-0.765246	-0.309932	-0.228699	-0.791455	-0.636321	-0.420164	0.192626	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_14	SPA110	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	0.237503	-0.791455	-1.059578	-0.420164	-0.634410	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_15	SPA110	IDC	6	Spatial Transcriptomics	-0.293472	-0.029594	-0.432325	-0.791455	0.411817	-0.420164	0.255793	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_2	SPA110	IDC	3	Spatial Transcriptomics	-0.765246	0.419035	-0.519599	-0.791455	1.535156	-0.420164	-0.634410	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_3	SPA110	IDC	10	Spatial Transcriptomics	-0.481393	0.052103	-0.302209	0.027237	-0.540136	-0.420164	0.126848	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_4	SPA110	IDC	6	Spatial Transcriptomics	-0.765246	-0.552123	-0.325983	-0.344356	1.640169	-0.420164	-0.251041	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_5	SPA110	IDC	23	Spatial Transcriptomics	-0.765246	-0.115461	-0.448582	-0.672678	-0.689856	-0.098843	0.153285	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_6	SPA110	IDC	11	Spatial Transcriptomics	-0.537626	0.273713	-0.463307	-0.557292	0.958965	-0.420164	0.891443	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_7	SPA110	IDC	11	Spatial Transcriptomics	-0.258657	0.267595	-0.224103	-0.368006	0.053850	-0.420164	0.608613	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_8	SPA110	IDC	7	Spatial Transcriptomics	-0.765246	-0.184132	-0.097714	-0.791455	0.050608	-0.420164	0.902791	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA110_9	SPA110	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.021999	-0.791455	0.224767	-0.420164	-0.634410	0.313713	-0.652336	-0.139039	0.621617	0.204879
SPA111_0	SPA111	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-1.059578	-0.420164	-0.634410	0.164859	-1.184232	-0.672897	-0.917240	-0.737221
SPA111_1	SPA111	IDC	5	Spatial Transcriptomics	-0.765246	-0.552123	-0.544951	-0.791455	-0.459481	-0.420164	-0.634410	0.257876	-0.845380	-0.672897	-0.718262	-0.469592
SPA111_2	SPA111	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	-0.296643	-0.791455	1.992071	-0.420164	-0.634410	-0.176833	-1.184232	-0.672897	-0.932177	-1.004673
SPA111_3	SPA111	IDC	10	Spatial Transcriptomics	0.270217	-0.552123	-0.864042	-0.791455	0.490159	-0.091356	-0.634410	0.127335	-0.063845	-0.672897	-0.239919	-0.242177
SPA111_4	SPA111	IDC	8	Spatial Transcriptomics	0.416882	-0.552123	-0.774976	-0.791455	-0.255744	-0.420164	-0.634410	0.127335	-0.063845	-0.672897	-0.239919	-0.242177
SPA112_0	SPA112	IDC	4	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-1.059578	-0.420164	-0.634410	0.896938	0.022371	-0.672897	-0.036830	0.303573
SPA112_1	SPA112	IDC	5	Spatial Transcriptomics	-0.765246	0.135023	-0.806181	-0.791455	1.258810	-0.420164	-0.634410	-1.062466	-0.839755	-0.672897	-0.259557	-0.162710
SPA112_2	SPA112	IDC	16	Spatial Transcriptomics	0.059134	-0.378454	-0.888853	-0.617730	0.557981	-0.193390	-0.634410	1.380419	0.755019	-0.275213	0.090701	0.157840
SPA113_0	SPA113	IDC	4	Spatial Transcriptomics	-0.765246	0.209065	-0.339118	-0.233600	0.775932	-0.420164	-0.634410	0.255906	-0.240473	-0.672897	0.765922	0.117166
SPA113_1	SPA113	IDC	4	Spatial Transcriptomics	-0.211148	-0.552123	-0.124389	0.397094	0.148754	-0.420164	-0.010575	1.164715	-0.170926	-0.099018	0.935323	0.602635
SPA113_2	SPA113	IDC	11	Spatial Transcriptomics	-0.542739	-0.309540	-0.268932	-0.575096	-0.016623	-0.420164	-0.401673	0.845436	-0.193784	-0.501591	0.739307	0.579539
SPA113_3	SPA113	IDC	17	Spatial Transcriptomics	-0.172568	-0.552123	-0.575548	-0.648425	0.255910	-0.420164	-0.219318	0.845436	-0.193784	-0.501591	0.739307	0.579539
SPA113_4	SPA113	IDC	14	Spatial Transcriptomics	-0.363479	-0.552123	-0.265560	-0.252318	-0.004929	-0.420164	-0.120456	0.845436	-0.193784	-0.501591	0.739307	0.579539
SPA113_6	SPA113	IDC	4	Spatial Transcriptomics	-0.765246	0.834088	-0.296963	-0.791455	1.257463	-0.420164	-0.634410	0.845436	-0.193784	-0.501591	0.739307	0.579539
SPA113_7	SPA113	IDC	5	Spatial Transcriptomics	-0.308863	-0.552123	-0.547568	-0.337400	-0.123398	-0.420164	0.136145	0.845436	-0.193784	-0.501591	0.739307	0.579539
SPA114_0	SPA114	IDC	3	Spatial Transcriptomics	2.321292	-0.552123	-0.042065	-0.791455	0.612441	-0.420164	-0.634410	1.679319	-0.450502	-0.672897	0.991042	0.718187
SPA114_1	SPA114	IDC	4	Spatial Transcriptomics	0.356785	-0.552123	-0.441650	-0.791455	1.412874	0.258907	-0.154935	1.645143	0.509276	-0.672897	1.071314	0.783446
SPA114_2	SPA114	IDC	5	Spatial Transcriptomics	-0.308902	-0.552123	-0.628376	0.147547	0.942248	-0.420164	-0.634410	1.636713	0.670578	-0.177909	0.931918	0.697343
SPA114_3	SPA114	IDC	1	Spatial Transcriptomics	-0.765246	2.102639	-0.921312	-0.791455	1.448673	-0.420164	-0.634410	1.219558	0.792771	-0.672897	1.079715	0.199970
SPA114_4	SPA114	IDC	2	Spatial Transcriptomics	0.563883	-0.552123	-0.639980	0.462722	-1.059578	-0.420164	-0.634410	0.940972	1.078249	-0.074500	1.133953	0.155873
SPA114_6	SPA114	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	-0.325004	2.204505	1.543458	-0.420164	-0.634410	0.005153	-0.735965	-0.672897	0.468648	0.742592
SPA115_0	SPA115	IDC	2	Spatial Transcriptomics	0.475175	-0.552123	-0.593184	-0.791455	-1.059578	-0.420164	0.444389	0.955335	0.877003	0.096189	0.881014	-0.046593
SPA115_1	SPA115	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.403988	-0.791455	-1.059578	-0.420164	0.530720	0.154923	0.818616	-0.672897	1.057104	0.148360
SPA115_2	SPA115	IDC	28	Spatial Transcriptomics	-0.209694	-0.149923	-0.506232	-0.348109	0.632000	-0.420164	-0.547548	0.368025	0.116407	-0.672897	0.917460	0.339616
SPA115_3	SPA115	IDC	4	Spatial Transcriptomics	-0.765246	0.198870	-0.438123	-0.137228	1.440276	-0.420164	0.042032	0.368025	0.116407	-0.672897	0.917460	0.339616
SPA115_4	SPA115	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	-0.472162	1.465155	-1.059578	-0.420164	-0.634410	0.368025	0.116407	-0.672897	0.917460	0.339616
SPA115_5	SPA115	IDC	2	Spatial Transcriptomics	0.325817	-0.552123	-0.441778	-0.791455	2.290089	-0.420164	-0.634410	0.368025	0.116407	-0.672897	0.917460	0.339616
SPA116_0	SPA116	IDC	22	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-1.059578	-0.420164	-0.634410	-1.266428	-0.808079	-0.672897	-0.399704	-1.223663
SPA116_1	SPA116	IDC	7	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.333111	-0.621989	0.178138	-0.634410	-1.266428	-0.808079	-0.672897	-0.399704	-1.223663
SPA116_2	SPA116	IDC	6	Spatial Transcriptomics	-0.180632	-0.552123	-0.921312	-0.163089	0.015238	-0.420164	-0.634410	-1.266428	-0.808079	-0.672897	-0.399704	-1.223663
SPA116_3	SPA116	IDC	4	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	0.108550	-1.059578	-0.420164	-0.634410	-1.266428	-0.808079	-0.672897	-0.399704	-1.223663
SPA117_0	SPA117	IDC	12	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-0.520734	-0.420164	-0.634410	-1.138577	-0.879635	-0.672897	-0.583761	-1.350737
SPA117_2	SPA117	IDC	3	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-1.059578	0.959298	-0.634410	-0.800084	-0.895022	-0.672897	-0.815146	-1.332100
SPA117_3	SPA117	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	2.740864	-1.059578	-0.420164	-0.634410	-1.196567	-0.385752	0.315021	-0.463194	-1.199237
SPA118_0	SPA118	IDC	1	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-1.059578	-0.420164	-0.634410	1.007114	-0.694872	-0.672897	1.091950	-0.670992
SPA118_3	SPA118	IDC	2	Spatial Transcriptomics	-0.765246	-0.552123	-0.921312	-0.791455	-1.059578	-0.420164	-0.634410	0.272636	0.022228	-0.672897	0.882406	-1.020960
SPA119_0	SPA119	IDC	1	Spatial Transcriptomics	-0.765246	2.571879	1.869211	4.531548	-1.059578	-0.420164	-0.634410	-0.213834	-0.960857	0.154319	-0.221687	0.589191
SPA119_1	SPA119	IDC	17	Spatial Transcriptomics	-0.121429	1.036328	2.036087	0.605918	0.496639	-0.420164	0.654621	0.511057	-0.532939	0.981022	-0.311076	0.720444
