instance_id	sample_id	oncotree_code	n_spots_in_tls	st_technology	GC_score	Tfh_score	Plasma_score	HEV_score	Suppressive	Myeloid_supp	Cytotoxic	Neighbor_TGFB1	Neighbor_VEGFA	Neighbor_CD8A	Neighbor_tumor_fraction	Neighbor_myeloid_fraction	log_area_um2	circularity	convexity	Grad_GC	Grad_Tfh	Grad_Plasma	Grad_HEV	Grad_Suppressive	Grad_Myeloid_supp	Grad_Cytotoxic
MISC32_0	MISC32	LUSC	18	Visium	-0.284710	-0.486560	0.401339	1.821661	-0.276895	-0.377342	-0.489901	-0.595481	-0.973843	-0.598745	-0.868264	0.549057	0.030829	0.209088	0.314558	-1.407691	-0.036173	-1.460764	0.197260	-0.181638	-0.123646	0.066094
NCBI571_0	NCBI571	PAAD	42	Visium	1.867866	2.953044	1.912373	7.295499	1.949790	1.337222	2.157732	2.098908	-0.327883	3.490795	0.298856	2.434239	0.877609	-1.268037	-2.029857	0.368836	-1.008665	-0.076456	0.875126	0.378105	-0.103811	-0.004180
NCBI571_1	NCBI571	PAAD	16	Visium	1.549041	0.037524	2.098935	4.066348	1.345997	0.550229	0.776464	2.205984	0.243944	2.480855	0.793097	2.155659	-0.315657	-0.104158	-0.092903	0.975689	0.545830	0.692088	-0.390335	0.246764	0.281909	0.310874
NCBI571_2	NCBI571	PAAD	3	Visium	-0.957275	-0.486560	0.667713	0.040370	-0.700146	-0.536310	-0.489901	0.610995	-0.429401	0.270554	0.789522	1.301232	0.333786	-0.071286	0.148859	-0.022607	-0.036173	3.237693	3.347189	0.025079	0.032298	0.066094
NCBI572_0	NCBI572	PAAD	10	Visium	0.504251	-0.486560	0.472806	1.431770	1.096076	-0.237908	-0.031230	1.691220	-0.194019	-0.059643	1.130043	1.324510	-1.107870	0.277011	-0.138833	-0.686070	-0.036173	1.075525	-0.915838	0.921845	-1.263497	-0.389719
NCBI572_1	NCBI572	PAAD	14	Visium	0.345528	-0.101785	1.105447	0.674987	1.955241	0.349654	0.231742	1.703244	-0.194090	0.214380	1.044502	1.604958	-0.123674	-0.917882	-0.410360	-0.432981	-0.606128	-0.818726	-0.405473	-0.475984	-0.276011	-0.596566
NCBI572_2	NCBI572	PAAD	36	Visium	1.237477	-0.052748	0.834519	2.167466	1.704794	0.225788	0.282923	1.588343	0.136340	0.015357	1.123286	1.417053	0.707522	-0.270423	1.071194	-0.729195	0.093344	-1.531452	-1.582385	0.928470	-0.265558	-0.040592
NCBI572_3	NCBI572	PAAD	11	Visium	1.245311	-0.486560	0.898403	2.952350	1.795238	0.454686	0.019398	2.320445	0.166533	0.313240	0.898488	1.716950	-0.544406	0.328696	0.557791	0.302019	-0.036173	-1.031341	1.051723	-1.699932	-0.797268	-2.440855
NCBI572_4	NCBI572	PAAD	14	Visium	0.833771	-0.486560	1.007160	2.211506	1.562618	0.389961	0.111752	1.536714	0.075846	0.506541	0.989038	1.561614	-0.198708	1.090500	1.320180	0.055274	-0.036173	0.450961	0.464187	1.244115	1.548371	1.338384
NCBI628_0	NCBI628	EPM	24	Visium	-0.713368	-0.486560	-0.873157	-0.482399	-0.368989	-0.346327	-0.418287	-0.296725	-0.953876	-0.136342	-1.009395	-0.322574	0.451219	-1.050198	-0.504485	0.520840	-0.036173	0.002037	-0.173077	0.000206	-0.040079	-0.057268
NCBI628_2	NCBI628	EPM	35	Visium	-0.201385	-0.486560	-0.861093	-0.312029	-0.554217	-0.483715	-0.448404	-0.483554	-0.980449	-0.340474	-1.086113	-0.380800	1.537586	-1.495822	-1.278597	1.411109	-0.036173	-0.066961	1.040363	0.562454	-0.179673	0.129157
NCBI628_4	NCBI628	EPM	3	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.320991	-1.119152	-0.417105	-1.180879	-0.692647	-0.646719	-0.167832	0.029412	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
NCBI629_0	NCBI629	EPM	6	Visium	0.667725	-0.486560	-0.873157	-0.861645	-0.158752	-0.536310	-0.489901	-0.293196	-0.110871	0.696799	-1.241516	-0.406062	-1.323890	2.747762	1.852738	-0.807014	-0.036173	0.002037	-0.069858	-4.326088	0.032298	0.066094
NCBI629_1	NCBI629	EPM	28	Visium	0.605591	-0.135082	-0.856976	-0.551724	0.023567	-0.536310	-0.489901	-0.158834	-0.158993	0.774044	-1.248511	-0.631690	0.361519	-0.780575	-0.815284	-0.305951	-1.074587	-0.106366	-0.508071	0.143510	0.032298	0.066094
NCBI629_10	NCBI629	EPM	60	Visium	0.723290	-0.218750	-0.858487	-0.623233	-0.357712	-0.507598	-0.464182	-0.112025	0.313134	0.459406	-1.249333	-0.597005	1.389990	-0.204172	0.220735	0.715961	-0.120438	-0.029350	0.264521	0.001346	0.172577	0.084829
NCBI629_11	NCBI629	EPM	7	Visium	1.104146	0.982413	-0.873157	-0.861645	-0.352863	-0.300059	-0.489901	-0.112025	0.313134	0.459406	-1.249333	-0.597005	-0.802397	-0.204172	0.220735	-0.344733	4.544142	0.002037	-0.069858	1.283037	-2.962327	0.066094
NCBI629_2	NCBI629	EPM	21	Visium	0.126931	-0.199945	-0.873157	-0.745707	-0.320062	-0.536310	-0.489901	-0.317153	-0.054945	1.013312	-1.254058	-0.746156	0.146315	-0.320634	-0.060261	1.057279	-0.000734	0.002037	-0.076650	0.021498	0.032298	0.066094
NCBI629_3	NCBI629	EPM	6	Visium	1.579567	0.424161	-0.873157	-0.528463	-0.308766	-0.536310	-0.489901	-0.199362	-0.638111	0.734117	-1.232975	-0.603831	-0.977456	-0.066864	-0.275879	2.649400	3.335385	0.002037	1.069334	-1.862803	0.032298	0.066094
NCBI629_4	NCBI629	EPM	4	Visium	0.794438	-0.486560	-0.873157	-0.861645	-0.161441	-0.536310	-0.489901	-0.169929	-0.408408	0.784933	-1.237031	-0.363295	-0.563927	-0.364752	-0.148896	-0.234227	-0.036173	0.002037	-0.069858	-2.387548	0.032298	0.066094
NCBI629_6	NCBI629	EPM	8	Visium	1.644224	-0.486560	-0.873157	-0.615347	-0.396865	-0.536310	-0.319579	-0.179753	2.119967	-0.188663	-1.247416	-0.250978	-0.780588	0.898956	0.744927	2.066029	-0.036173	0.002037	0.279830	0.457956	0.032298	0.421935
NCBI629_7	NCBI629	EPM	124	Visium	0.458635	-0.111368	-0.873157	-0.525234	-0.275570	-0.518896	-0.414578	-0.112025	0.313134	0.459406	-1.249333	-0.597005	2.005765	-0.204172	0.220735	0.260447	-0.254009	0.002037	0.507373	0.569458	0.018886	-0.064639
NCBI629_8	NCBI629	EPM	62	Visium	0.577149	-0.307063	-0.873157	-0.720952	-0.030258	-0.474885	-0.441411	-0.112025	0.313134	0.459406	-1.249333	-0.597005	1.319610	-0.204172	0.220735	0.163391	0.367358	0.002037	-0.740560	0.135262	-0.077569	-0.157170
NCBI629_9	NCBI629	EPM	68	Visium	0.328750	-0.325146	-0.873157	-0.761729	-0.288283	-0.480728	-0.439076	-0.112025	0.313134	0.459406	-1.249333	-0.597005	1.429911	-0.204172	0.220735	0.817661	-0.385766	0.002037	-0.038061	-0.106490	-0.208503	-0.225273
NCBI631_0	NCBI631	EPM	2	Visium	0.139097	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.199208	1.123285	-0.598745	-1.254058	-0.272138	-1.182466	-0.909089	-2.050012	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
NCBI633_0	NCBI633	EPM	16	Visium	0.086540	0.898361	-0.873157	-0.208396	-0.215972	-0.536310	-0.489901	-0.444104	-0.959412	-0.311717	-1.190005	-0.302218	-0.200242	-1.048340	-1.304127	-0.888472	0.366529	0.002037	-0.118562	-0.196884	0.032298	0.066094
NCBI633_1	NCBI633	EPM	18	Visium	-0.213856	0.911191	-0.846764	-0.861645	-0.369147	-0.536310	-0.489901	-0.614664	-1.084428	-0.340951	-1.248949	-0.605235	-0.041043	-1.414956	-2.823831	-0.216675	-0.346151	-0.002773	-0.069858	0.395656	0.032298	0.066094
NCBI633_2	NCBI633	EPM	9	Visium	0.073194	-0.486560	-0.873157	-0.627737	-0.088064	-0.319283	-0.489901	-0.506660	-0.697040	-0.278644	-1.249342	-0.773209	-1.065334	-0.761514	-1.386387	-0.161035	-0.036173	0.002037	0.517868	-0.245676	0.466391	0.066094
NCBI633_3	NCBI633	EPM	9	Visium	0.040451	0.077506	-0.873157	-0.571222	-0.700146	-0.536310	-0.489901	-0.768202	-1.154851	-0.474133	-1.238622	-0.832592	-0.434495	-0.949800	-1.096724	-0.040756	-0.699633	0.002037	0.176004	0.025079	0.032298	0.066094
NCBI633_4	NCBI633	EPM	16	Visium	0.046022	-0.486560	-0.873157	-0.300502	-0.700146	-0.536310	-0.489901	-0.379167	-0.403295	0.118357	-1.250431	-0.509962	-0.110867	-0.114908	-0.241927	0.820231	-0.036173	0.002037	-0.144715	0.025079	0.032298	0.066094
NCBI633_6	NCBI633	EPM	2	Visium	1.325669	-0.486560	-0.873157	-0.861645	-0.700146	0.353059	-0.489901	-0.452070	-0.339770	-0.598745	-1.254058	-0.500112	-1.202266	0.971833	0.974315	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
NCBI637_2	NCBI637	EPM	15	Visium	0.583881	-0.486560	-0.845002	-0.729333	-0.322066	-0.536310	-0.489901	-0.420854	-0.657043	-0.336229	-1.234154	-0.753816	-0.303856	0.287873	0.784492	0.335909	-0.036173	-0.132745	0.313110	0.528714	0.032298	0.066094
NCBI637_3	NCBI637	EPM	3	Visium	-0.957275	-0.486560	-0.873157	-0.861645	-0.700146	-0.536310	-0.489901	-0.221419	0.610975	-0.598745	-1.247374	-0.010231	-1.386432	0.071124	-0.572466	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
NCBI637_4	NCBI637	EPM	12	Visium	1.003950	-0.486560	-0.800043	-0.191437	0.310341	-0.398558	-0.489901	-0.050122	-0.702953	-0.136452	-1.236948	-0.158001	-0.429247	-0.149786	-0.003390	0.692570	-0.036173	-0.294019	-0.262143	-0.196936	-1.221447	0.066094
NCBI637_6	NCBI637	EPM	4	Visium	1.838997	-0.486560	-0.873157	-0.404945	-0.700146	-0.536310	-0.489901	-0.325800	0.029384	-0.104607	-1.242901	-0.670276	-1.381858	0.851321	-0.297081	0.665577	-0.036173	0.002037	1.361946	0.025079	0.032298	0.066094
NCBI637_7	NCBI637	EPM	15	Visium	1.121591	0.483245	-0.733544	-0.243565	-0.006145	-0.429467	-0.489901	-0.110115	0.194713	0.031875	-1.208041	0.388987	0.040456	-0.811849	-1.902450	-0.573262	0.208755	0.618823	0.582375	-0.177214	0.479177	0.066094
NCBI637_8	NCBI637	EPM	6	Visium	0.379051	-0.486560	-0.808087	0.455085	0.782593	-0.536310	-0.489901	-0.449321	0.528713	-0.481737	-1.239959	0.061147	-0.404366	-0.026500	-0.668957	-0.513625	-0.036173	-0.244146	-0.224350	-0.189325	0.032298	0.066094
NCBI637_9	NCBI637	EPM	8	Visium	0.379327	0.185500	-0.873157	0.168178	-0.379951	-0.309436	-0.489901	-0.147907	-0.116546	-0.195357	-1.254058	-0.012482	-1.009228	0.731354	1.064158	-0.683245	0.770437	0.002037	-0.092536	-0.206657	-0.246248	0.066094
NCBI638_1	NCBI638	EPM	5	Visium	-0.141431	-0.486560	-0.606798	-0.861645	-0.135212	0.253560	-0.489901	-0.047101	-0.809279	-0.598745	-1.254058	0.461793	-1.216778	0.056014	0.118349	2.595725	-0.036173	2.522228	-0.069858	-1.618556	1.753289	0.066094
NCBI638_2	NCBI638	EPM	30	Visium	0.110361	-0.486560	-0.807837	-0.363936	-0.497922	-0.472678	-0.489901	-0.373155	-0.630746	-0.598745	-1.243744	-0.173941	0.717044	-0.632245	-0.085773	1.240193	-0.036173	0.244912	0.177391	-0.195386	-0.079552	0.066094
NCBI638_3	NCBI638	EPM	37	Visium	-0.249442	-0.335308	-0.502960	-0.546999	-0.158774	-0.421417	-0.405005	-0.045370	-0.499985	-0.598745	-1.237309	0.512657	1.274248	-1.166326	-1.544098	-0.673658	-0.249604	0.245506	-0.242157	0.677042	0.360340	0.032877
NCBI641_0	NCBI641	EPM	17	Visium	2.600709	-0.486560	-0.873157	-0.530594	0.450860	-0.432217	-0.084977	0.142688	2.205664	-0.598745	-1.237444	0.501721	-0.292896	-0.601974	-0.334759	-1.806285	-0.036173	0.002037	-0.569909	0.008044	0.889182	0.567479
NCBI855_0	NCBI855	BLCA	28	Visium	-0.484420	3.052991	2.490684	-0.182523	0.669354	1.086083	1.616892	0.509557	-1.036890	1.455775	-1.096057	1.514869	0.628229	5.147680	3.229435	0.346931	0.848460	0.599358	-0.195640	1.258027	-0.969318	3.394693
NCBI855_1	NCBI855	BLCA	9	Visium	-0.668674	2.375495	1.909828	-0.478492	0.664944	0.440295	0.566879	0.237280	-1.186413	0.975355	-1.150921	0.142245	-0.685756	0.530074	0.567958	1.120383	0.116739	0.726067	-0.482957	1.494906	1.414441	0.784068
NCBI855_3	NCBI855	BLCA	2	Visium	1.192999	-0.486560	2.659055	1.570074	0.797019	1.947447	1.403390	-0.264742	-0.806655	-0.227963	-1.177546	-0.488562	0.798162	1.129973	1.741637	-0.022607	-0.036173	0.002037	-0.069858	0.025079	0.032298	0.066094
SPA0_0	SPA0	IDC	1	Spatial Transcriptomics	-0.682306	-0.584705	-0.941898	-0.768239	1.852048	-0.373392	-0.758409	-1.418438	-1.160627	-0.795974	-0.697720	-1.618470	-1.662843	2.025689	1.948603	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA100_0	SPA100	IDC	6	Spatial Transcriptomics	-0.682306	0.729016	-0.130631	2.557270	0.026869	0.365454	1.025065	0.185774	0.674248	-0.795974	0.903986	1.210826	0.625003	0.879800	1.613944	0.000499	-1.498788	-0.313994	0.357342	-0.435154	0.192978	1.814289
SPA100_1	SPA100	IDC	2	Spatial Transcriptomics	-0.682306	-0.584705	-0.941898	0.570747	-1.160748	-0.373392	-0.758409	-1.614351	0.664856	0.280851	0.420855	0.639084	-1.049743	-0.577416	-1.347541	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA100_10	SPA100	IDC	7	Spatial Transcriptomics	-0.238752	0.846414	-0.805802	1.028243	-0.808616	0.895590	0.393379	-1.041526	1.496788	1.557083	1.262453	0.753392	-0.076131	-1.168119	-1.649562	-0.980950	0.980636	-0.748645	-3.081450	-0.369587	-2.831834	2.611149
SPA100_11	SPA100	IDC	1	Spatial Transcriptomics	-0.682306	-0.584705	-0.941898	-0.768239	-1.160748	4.161558	-0.758409	-0.741035	2.326082	0.198374	1.327684	0.553602	-1.616193	-0.457148	-1.271721	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA100_12	SPA100	IDC	7	Spatial Transcriptomics	-0.248253	0.123691	-0.578619	-0.074022	-0.566711	0.952975	0.376585	-0.824136	1.257328	1.793446	1.190115	1.209558	0.011676	-1.046871	-1.727269	-0.135413	-1.694429	-0.083413	-1.284839	-0.419786	0.902841	-0.562475
SPA100_13	SPA100	IDC	4	Spatial Transcriptomics	0.111755	-0.584705	-0.575796	-0.768239	-1.160748	0.761065	-0.758409	-0.593125	1.986650	2.521384	1.371390	1.116128	-0.258443	-0.349042	0.262729	-2.285795	-0.011152	1.226936	0.047489	-0.082341	-3.630751	-0.023326
SPA100_14	SPA100	IDC	6	Spatial Transcriptomics	0.234370	-0.584705	-0.676451	0.439475	-0.013968	0.366690	0.091758	-0.575441	1.680919	0.369577	1.257574	0.867868	0.208402	-0.970040	-0.788933	-1.902438	-0.011152	-0.796441	2.747687	1.179999	-2.712001	-1.216198
SPA100_15	SPA100	IDC	1	Spatial Transcriptomics	-0.682306	-0.584705	-0.435694	1.780579	-1.160748	-0.373392	2.442613	0.751491	0.960719	0.407945	0.765327	1.417282	-1.299464	-0.337991	-0.527183	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA100_16	SPA100	IDC	10	Spatial Transcriptomics	0.550647	0.604486	-0.386181	0.708245	1.080844	0.023203	1.456196	-0.600178	1.509681	0.422660	1.112348	1.066873	0.635407	-1.274760	-1.798949	1.063425	-0.455338	-0.050591	0.779113	-0.180005	0.183756	-0.080668
SPA100_2	SPA100	IDC	2	Spatial Transcriptomics	-0.682306	-0.584705	-0.941898	-0.768239	-1.160748	-0.373392	-0.758409	-0.641077	0.626727	1.313609	0.648401	0.702132	-0.368642	-0.858196	-1.020523	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA100_3	SPA100	IDC	1	Spatial Transcriptomics	-0.682306	2.039024	-0.941898	-0.768239	-1.160748	-0.373392	-0.758409	-0.170162	0.860740	0.533901	0.995256	0.189773	-1.257193	-0.036433	0.016615	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA100_4	SPA100	IDC	2	Spatial Transcriptomics	-0.682306	-0.584705	-0.941898	-0.768239	-1.160748	2.127796	-0.758409	-0.881280	1.278265	0.103590	0.982927	0.267471	-0.892365	-0.605731	-1.121813	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA100_5	SPA100	IDC	10	Spatial Transcriptomics	-0.363234	-0.060438	-0.830542	-0.480724	-0.939798	-0.373392	0.126844	-0.656804	0.743773	1.390240	0.874799	0.513894	0.793130	-0.253139	-0.170496	1.329221	1.452444	-0.098900	-0.277318	-0.649497	-0.065106	1.153566
SPA100_6	SPA100	IDC	30	Spatial Transcriptomics	-0.155225	0.567655	-0.738421	0.247249	-0.534966	0.533823	0.126865	-0.656804	0.743773	1.390240	0.874799	0.513894	1.524849	-0.253139	-0.170496	0.744160	0.749567	-0.139874	2.020441	0.661286	1.060973	-0.651840
SPA100_7	SPA100	IDC	7	Spatial Transcriptomics	0.251949	-0.218194	-0.652808	-0.400049	-0.452630	-0.373392	0.529869	-0.656804	0.743773	1.390240	0.874799	0.513894	0.649934	-0.253139	-0.170496	-1.026831	-0.909876	0.037282	1.152634	0.094830	-0.065106	0.931444
SPA100_9	SPA100	IDC	3	Spatial Transcriptomics	-0.682306	-0.584705	-0.591441	0.076930	1.155853	-0.373392	1.125272	-0.561405	0.938360	2.735834	0.864604	0.435346	-1.260953	0.141293	-0.659637	0.000499	-0.011152	-2.500786	1.282413	-0.165340	-0.065106	2.493962
SPA101_0	SPA101	IDC	7	Spatial Transcriptomics	-0.201329	0.188432	-0.478892	0.787246	0.493415	-0.373392	0.056750	-0.782957	0.612722	0.870397	0.628626	1.390530	0.529499	-0.255331	0.948618	-1.288784	2.538607	-1.177151	-0.660222	0.011185	-0.065106	-2.660309
SPA101_1	SPA101	IDC	1	Spatial Transcriptomics	-0.682306	-0.584705	-0.941898	1.681714	1.057366	-0.373392	-0.758409	-1.020736	1.016335	0.375920	0.799203	0.851698	-1.178608	-0.232967	0.333425	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA101_10	SPA101	IDC	1	Spatial Transcriptomics	2.434127	-0.584705	-0.941898	-0.768239	-1.160748	-0.373392	-0.758409	-1.302098	2.045821	2.333568	1.094620	1.068083	-0.822490	-0.469765	-0.225940	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA101_11	SPA101	IDC	3	Spatial Transcriptomics	-0.682306	-0.584705	-0.748054	3.339971	1.049587	1.117532	2.001390	0.119414	0.138607	0.682447	1.137850	1.121919	0.135290	-0.576285	0.861873	0.000499	-0.011152	3.290956	-3.081450	-0.088612	3.200423	2.611149
SPA101_12	SPA101	IDC	23	Spatial Transcriptomics	0.120167	-0.063621	-0.557821	0.068960	-0.402438	-0.193561	1.301395	-0.433066	0.610840	1.887395	0.943675	1.100346	1.358432	-1.080802	-1.037506	-0.457718	-0.145364	-0.632845	0.049500	-0.719128	-0.176160	0.398217
SPA101_2	SPA101	IDC	25	Spatial Transcriptomics	0.136848	0.078663	-0.815385	-0.152934	-0.280685	0.212741	1.599592	-0.754650	1.357682	0.513181	0.643847	0.887768	1.470628	-0.843701	0.991425	-0.315195	0.316657	-0.186128	0.826637	0.833652	-0.322925	-2.283695
SPA101_3	SPA101	IDC	7	Spatial Transcriptomics	0.664757	0.882160	-0.639787	0.754439	-0.532379	-0.373392	2.619221	-0.708323	0.504013	3.282951	0.793211	1.256199	0.246762	-1.101864	-1.016403	0.108231	-1.335019	1.295314	-0.034459	0.753072	-0.065106	-2.401867
SPA101_4	SPA101	IDC	20	Spatial Transcriptomics	-0.329383	-0.155654	-0.758136	-0.496117	-0.772293	-0.373392	0.289367	-0.832343	0.666663	0.420215	0.737085	0.553043	1.270419	-1.109369	-1.375480	0.443226	-0.197623	1.027007	0.327930	-0.187990	-0.065106	-0.091173
SPA101_5	SPA101	IDC	1	Spatial Transcriptomics	-0.682306	-0.584705	-0.941898	-0.768239	-1.160748	-0.373392	-0.758409	-0.872420	1.239979	1.888113	0.570432	1.047574	-0.973622	-0.554415	-0.324171	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA101_6	SPA101	IDC	7	Spatial Transcriptomics	-0.250350	0.133914	-0.732221	-0.768239	-0.141573	-0.373392	2.471167	-1.412707	0.302912	-0.795974	0.833606	0.760143	-0.350860	-0.490715	-0.353958	-0.061059	0.287868	0.336144	0.047489	-0.568877	-0.065106	1.430298
SPA101_7	SPA101	IDC	13	Spatial Transcriptomics	1.239693	-0.188544	-0.624226	0.830615	-0.262843	0.644205	2.348310	-1.317065	1.385622	-0.795974	0.806012	0.957569	0.721105	-1.119632	-1.570290	0.455020	-0.145024	0.784443	-1.210851	0.647946	-2.134421	0.268125
SPA101_8	SPA101	IDC	2	Spatial Transcriptomics	-0.682306	-0.584705	-0.668289	0.418686	-1.160748	-0.373392	1.741552	-0.052027	0.115298	1.236031	0.842706	1.043561	-1.042569	-0.482624	-0.640126	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA101_9	SPA101	IDC	13	Spatial Transcriptomics	-0.458549	0.210769	-0.742323	-0.247990	0.021927	-0.067151	1.147865	-0.493303	0.481206	1.837890	0.945913	0.795789	1.010069	-1.132613	-0.909862	1.032677	0.116433	0.511281	0.234045	-1.891015	0.601347	0.888204
SPA102_0	SPA102	IDC	3	Spatial Transcriptomics	0.341517	-0.584705	0.320198	-0.768239	1.214999	-0.373392	2.165941	2.138628	-0.900984	0.463416	0.262373	2.354913	-1.079700	0.179294	-0.051259	0.939675	-0.011152	-0.125333	0.047489	-0.084083	-0.065106	-0.026364
SPA102_1	SPA102	IDC	1	Spatial Transcriptomics	2.311557	-0.584705	0.291898	-0.768239	0.947069	-0.373392	1.836017	2.224367	-1.160627	0.692397	-0.568374	2.174405	0.328035	-0.809002	-0.914375	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA102_10	SPA102	IDC	7	Spatial Transcriptomics	-0.227874	-0.213713	0.181839	0.381856	0.737862	-0.373392	1.792598	1.359713	-0.431632	0.038177	-0.302576	1.923612	0.162898	-0.253139	-0.170496	0.846399	1.561649	-0.372438	2.573152	-1.302063	-0.065106	0.799225
SPA102_11	SPA102	IDC	16	Spatial Transcriptomics	-0.246715	-0.413275	-0.035752	-0.246062	0.351282	-0.028726	0.678148	1.359713	-0.431632	0.038177	-0.302576	1.923612	0.932792	-0.253139	-0.170496	0.060457	0.178410	-0.762209	0.936605	-0.433172	-0.791456	-2.001846
SPA102_12	SPA102	IDC	7	Spatial Transcriptomics	-0.682306	-0.190133	-0.002843	-0.768239	0.681534	0.342143	0.639361	1.359713	-0.431632	0.038177	-0.302576	1.923612	0.294655	-0.253139	-0.170496	0.000499	-1.985656	0.010115	0.047489	-2.456955	3.200423	2.611149
SPA102_13	SPA102	IDC	22	Spatial Transcriptomics	-0.208328	0.229240	0.166370	-0.192490	0.994166	0.257631	1.632499	1.359713	-0.431632	0.038177	-0.302576	1.923612	1.254865	-0.253139	-0.170496	0.631934	-1.657511	-0.607910	-0.219320	-0.764760	0.799747	-0.390640
SPA102_14	SPA102	IDC	12	Spatial Transcriptomics	-0.414437	0.614549	0.076085	-0.339348	1.368705	-0.373392	0.261239	1.359713	-0.431632	0.038177	-0.302576	1.923612	0.607179	-0.253139	-0.170496	-0.843029	-1.910495	-0.469382	-0.654943	-0.102755	-0.065106	0.323076
SPA102_15	SPA102	IDC	5	Spatial Transcriptomics	-0.040163	-0.009128	-0.090106	-0.296448	1.311955	-0.373392	0.323814	1.359713	-0.431632	0.038177	-0.302576	1.923612	0.242548	-0.253139	-0.170496	1.385580	1.727327	-1.821958	-3.081450	0.899478	-0.065106	-2.285260
SPA102_2	SPA102	IDC	26	Spatial Transcriptomics	-0.154914	-0.054263	0.044789	0.184738	0.903448	-0.160731	-0.078749	1.359713	-0.431632	0.038177	-0.302576	1.923612	1.393922	-0.253139	-0.170496	0.347387	-0.743708	0.032962	-0.871098	-0.633389	0.480459	0.392396
SPA102_3	SPA102	IDC	21	Spatial Transcriptomics	-0.326257	-0.065942	-0.037161	-0.257504	0.724218	-0.139264	0.818689	1.359713	-0.431632	0.038177	-0.302576	1.923612	1.413637	-0.253139	-0.170496	-0.371662	0.651905	-0.349422	0.795741	-0.172901	-0.003703	0.099350
SPA102_4	SPA102	IDC	17	Spatial Transcriptomics	-0.465957	-0.395421	-0.088884	0.604214	-0.198283	-0.373392	0.807112	1.359713	-0.431632	0.038177	-0.302576	1.923612	1.116770	-0.253139	-0.170496	0.066254	-0.933211	0.658175	1.045165	1.007197	-0.065106	-0.598081
SPA102_5	SPA102	IDC	19	Spatial Transcriptomics	-0.128057	-0.269070	-0.022859	-0.151441	0.422997	-0.373392	1.286686	1.359713	-0.431632	0.038177	-0.302576	1.923612	1.062408	-0.253139	-0.170496	-0.595696	0.549152	0.062769	-0.971987	-0.370490	-0.065106	0.980794
SPA102_6	SPA102	IDC	20	Spatial Transcriptomics	-0.317978	0.014326	0.124535	-0.225888	0.958824	-0.373392	-0.165708	1.359713	-0.431632	0.038177	-0.302576	1.923612	1.241958	-0.253139	-0.170496	-0.238719	-2.217180	0.139874	-0.887808	-0.219770	-0.065106	0.126786
SPA102_7	SPA102	IDC	23	Spatial Transcriptomics	0.062075	1.291880	0.149342	-0.220292	1.125136	0.638324	1.587187	1.359713	-0.431632	0.038177	-0.302576	1.923612	1.396510	-0.253139	-0.170496	-0.432307	-2.168837	0.634570	-0.585278	-1.093827	0.339409	0.576934
SPA102_8	SPA102	IDC	8	Spatial Transcriptomics	0.077552	0.012108	0.044342	-0.472672	1.500495	0.173943	1.271979	1.359713	-0.431632	0.038177	-0.302576	1.923612	1.060087	-0.253139	-0.170496	-0.911017	-0.728945	-0.642148	0.042562	-1.504001	-0.076155	1.433339
SPA102_9	SPA102	IDC	14	Spatial Transcriptomics	0.228654	0.143710	0.056568	0.453356	1.319749	-0.016314	0.693912	1.359713	-0.431632	0.038177	-0.302576	1.923612	0.889383	-0.253139	-0.170496	1.214926	-1.081074	0.485742	-1.717720	-0.535107	-1.570920	2.435593
SPA103_0	SPA103	IDC	2	Spatial Transcriptomics	1.094765	-0.584705	0.110281	-0.768239	1.370768	-0.373392	0.637013	1.479173	-0.414147	0.313176	-0.315517	1.750162	-0.825140	0.328978	0.550864	0.000499	-0.011152	0.016730	0.047489	-0.082341	-0.065106	-0.023326
SPA103_1	SPA103	IDC	41	Spatial Transcriptomics	0.328335	0.921557	0.127265	-0.162909	0.708735	0.739854	0.693123	1.006454	-0.495812	-0.139901	-0.511565	1.625834	1.892856	-0.253139	-0.170496	0.091980	0.087823	0.856164	-0.834352	-0.921204	0.023564	0.442570
