instance_id	sample_id	oncotree_code	st_technology	cluster	log_area_um2	circularity	convexity	elongation	he_mean_A	he_var_A	he_mean_B	he_var_B	he_ratio_BA
SPA100_9	SPA100	IDC	Spatial Transcriptomics	5	11.057542	0.168143	0.566845	2.0837843574234935	0.09015544002948725	0.0034455324556527884	0.0827747125516619	0.003469048974877744	0.918133309810131
SPA101_0	SPA101	IDC	Spatial Transcriptomics	5	12.867429	0.128879	0.730386	1.760240830826879	0.10336022743778242	0.0054442843950901305	0.10140760212645002	0.00543896240737442	0.9811085428144226
SPA101_1	SPA101	IDC	Spatial Transcriptomics	5	11.140781	0.131093	0.667828	1.4631855076120794	0.08991166048228769	0.0023257883903467116	0.08455123599218231	0.0031457789441875278	0.9403812090517296
SPA101_10	SPA101	IDC	Spatial Transcriptomics	5	11.500764	0.107651	0.610947	2.2808774285389033	0.07768736540487506	0.00317763378120781	0.08876208661080863	0.0028299637111141355	1.1425549849478949
SPA101_11	SPA101	IDC	Spatial Transcriptomics	0	12.468941	0.097106	0.721565	1.211367224502684	0.07082462888955171	0.004944670774320557	0.07822002334758085	0.0032639803644121117	1.104418400406474
SPA101_12	SPA101	IDC	Spatial Transcriptomics	5	13.70536	0.047161	0.52842	1.3071829423174235	0.0831022716287987	0.0034095275842375566	0.08459611770633524	0.0035365292171057657	1.017975995700927
SPA101_2	SPA101	IDC	Spatial Transcriptomics	5	13.818774	0.070633	0.734739	1.961776041530112	0.08800554332946606	0.0035593427866564067	0.09011221986172563	0.0035525206347851	1.023937998136922
SPA101_3	SPA101	IDC	Spatial Transcriptomics	5	12.581623	0.045076	0.530566	2.623148148148148	0.08293121148702916	0.0030428815056084283	0.08144034838486891	0.0027802269093347566	0.9820228949339125
SPA101_4	SPA101	IDC	Spatial Transcriptomics	5	13.616392	0.044333	0.494052	1.4753562038153036	0.09233417826769207	0.003509557200256741	0.09163721779497584	0.0035195801353916575	0.9924517607045181
SPA101_5	SPA101	IDC	Spatial Transcriptomics	5	11.347992	0.099271	0.600958	1.8250622062482718	0.07923943066847966	0.0032620745029005335	0.08277275481646135	0.002832868092238415	1.044590478732291
SPA101_6	SPA101	IDC	Spatial Transcriptomics	0	11.977514	0.105577	0.597929	1.8832047546702901	0.08701586530962609	0.0030517945646555346	0.0856768319132612	0.0033318507134002914	0.9846116177595862
SPA101_7	SPA101	IDC	Spatial Transcriptomics	5	13.061115	0.043317	0.474242	1.216031712495488	0.0766434693832854	0.002938350493999428	0.08286530435876896	0.0028153309898866943	1.0811789318196032
SPA101_8	SPA101	IDC	Spatial Transcriptomics	5	11.278297	0.106378	0.568829	2.0085068684037823	0.055956295606976764	0.0025383639639685353	0.07196441539465898	0.0035123671844769578	1.2860825509272327
SPA101_9	SPA101	IDC	Spatial Transcriptomics	5	13.353216	0.042032	0.5414	1.206127341586375	0.08792520257654826	0.0036660746367971637	0.08464996906617338	0.0033037887177758906	0.9627497757821661
SPA102_0	SPA102	IDC	Spatial Transcriptomics	4	11.240762	0.171905	0.62871	2.7481005260083804	0.06780609176249956	0.003108237992843445	0.09554351510390596	0.00498830921523455	1.4090697844459263
SPA102_1	SPA102	IDC	Spatial Transcriptomics	4	12.663779	0.074068	0.540941	1.8288881748067662	0.07646017006444518	0.004679836155071026	0.0706946296875173	0.004122016940360124	0.9245941988872333
SPA102_10	SPA102	IDC	Spatial Transcriptomics	4	12.496849			1.6670235449698236	0.059126198683351325	0.0029648344537599215	0.09731960003378279	0.004262031112699554	1.6459640937678937
SPA102_11	SPA102	IDC	Spatial Transcriptomics	4	13.2751			1.6670235449698236	0.09695455065259069	0.00399390969887115	0.09731960003378279	0.004262031112699554	1.003765159847939
SPA102_12	SPA102	IDC	Spatial Transcriptomics	4	12.630036			1.6670235449698236	0.08687397541578902	0.00405866459895725	0.09731960003378279	0.004262031112699554	1.1202388237443928
SPA102_13	SPA102	IDC	Spatial Transcriptomics	4	13.600669			1.6670235449698236	0.09019237834125537	0.004753680543075209	0.09731960003378279	0.004262031112699554	1.0790224387426683
SPA102_14	SPA102	IDC	Spatial Transcriptomics	4	12.945953			1.6670235449698236	0.10016917196683572	0.003717135154805392	0.09731960003378279	0.004262031112699554	0.9715524060237177
SPA102_15	SPA102	IDC	Spatial Transcriptomics	4	12.577364			1.6670235449698236	0.07875014869033095	0.003525137188414893	0.09731960003378279	0.004262031112699554	1.2358021115169249
SPA102_2	SPA102	IDC	Spatial Transcriptomics	4	13.741236			1.6670235449698236	0.08839616711928565	0.004011966966253928	0.09731960003378279	0.004262031112699554	1.1009481881997834
SPA102_3	SPA102	IDC	Spatial Transcriptomics	4	13.761165			1.6670235449698236	0.09968652078868172	0.004083637615698019	0.09731960003378279	0.004262031112699554	0.9762563610789828
SPA102_4	SPA102	IDC	Spatial Transcriptomics	4	13.461075			1.6670235449698236	0.10945924728120053	0.004377406465307133	0.09731960003378279	0.004262031112699554	0.8890943657210522
SPA102_5	SPA102	IDC	Spatial Transcriptomics	4	13.406123			1.6670235449698236	0.10735323059607253	0.004086253705921991	0.09731960003378279	0.004262031112699554	0.9065362960520276
SPA102_6	SPA102	IDC	Spatial Transcriptomics	4	13.587622			1.6670235449698236	0.08957863966896229	0.004172093794258748	0.09731960003378279	0.004262031112699554	1.086415248025949
SPA102_7	SPA102	IDC	Spatial Transcriptomics	4	13.743852			1.6670235449698236	0.10290612898059254	0.0037875493721945125	0.09731960003378279	0.004262031112699554	0.945712378823779
SPA102_8	SPA102	IDC	Spatial Transcriptomics	4	13.403777			1.6670235449698236	0.09963952871491082	0.00437689985859375	0.09731960003378279	0.004262031112699554	0.9767167838803632
SPA102_9	SPA102	IDC	Spatial Transcriptomics	4	13.23122			1.6670235449698236	0.09355475992094298	0.003919737491584182	0.09731960003378279	0.004262031112699554	1.0402421011610872
SPA103_0	SPA103	IDC	Spatial Transcriptomics	4	11.498086	0.186723	0.689939	2.7171253822646975	0.08264002906768059	0.003161459017687242	0.08352326641178985	0.004261784813322848	1.0106877666195628
SPA103_1	SPA103	IDC	Spatial Transcriptomics	4	14.245586			1.7267115472029801	0.10612314404383827	0.003519061701521917	0.09553831413239024	0.004236217622130983	0.9002589867948545
SPA103_10	SPA103	IDC	Spatial Transcriptomics	4	12.743726			1.7267115472029801	0.08138338836347421	0.003525799196745994	0.09553831413239024	0.004236217622130983	1.1739289313649286
SPA103_11	SPA103	IDC	Spatial Transcriptomics	4	12.27325			1.7267115472029801	0.06207930427885649	0.003688816225092971	0.09553831413239024	0.004236217622130983	1.5389720494166284
SPA103_12	SPA103	IDC	Spatial Transcriptomics	4	11.577448			1.7267115472029801	0.09198507149018437	0.003098392078395762	0.09553831413239024	0.004236217622130983	1.0386284707359827
SPA103_13	SPA103	IDC	Spatial Transcriptomics	4	10.713907	0.13612	0.618397	1.321791320407597	0.10518502921677937	0.003462740627590982	0.10121457756482588	0.0034826582324008174	0.9622526924076747
SPA103_2	SPA103	IDC	Spatial Transcriptomics	4	13.51472			1.7267115472029801	0.10073973675704713	0.0041316879646110215	0.09553831413239024	0.004236217622130983	0.9483677167312725
SPA103_3	SPA103	IDC	Spatial Transcriptomics	4	13.923382			1.7267115472029801	0.09971101834897103	0.0037745998147970285	0.09553831413239024	0.004236217622130983	0.958152024864724
SPA103_4	SPA103	IDC	Spatial Transcriptomics	4	13.400318			1.7267115472029801	0.0958419030881148	0.003938084787595465	0.09553831413239024	0.004236217622130983	0.996832398502715
SPA103_5	SPA103	IDC	Spatial Transcriptomics	4	12.909192			1.7267115472029801	0.06657781403222213	0.0030386669702938294	0.09553831413239024	0.004236217622130983	1.434987247946469
SPA103_6	SPA103	IDC	Spatial Transcriptomics	4	14.222732			1.7267115472029801	0.08753898011093675	0.004081509540991646	0.09553831413239024	0.004236217622130983	1.0913802515327007
SPA103_7	SPA103	IDC	Spatial Transcriptomics	4	13.577924			1.7267115472029801	0.0939383551984402	0.0038526093049043373	0.09553831413239024	0.004236217622130983	1.01703200924234
SPA103_8	SPA103	IDC	Spatial Transcriptomics	4	12.83257			1.7267115472029801	0.08272522742054961	0.0036330524933194373	0.09553831413239024	0.004236217622130983	1.1548872951016844
SPA103_9	SPA103	IDC	Spatial Transcriptomics	4	14.023929			1.7267115472029801	0.0985324890451208	0.004101590260406646	0.09553831413239024	0.004236217622130983	0.9696123081660969
SPA104_0	SPA104	IDC	Spatial Transcriptomics	4	13.812282			1.722002675666464	0.09948986236400148	0.004329548570044002	0.1079869648238274	0.0046015654897048905	1.0854067164022978
SPA104_1	SPA104	IDC	Spatial Transcriptomics	4	13.636969			1.722002675666464	0.12619736059104394	0.0036770333975686	0.1079869648238274	0.0046015654897048905	0.8556990757815508
SPA104_11	SPA104	IDC	Spatial Transcriptomics	4	13.478701			1.722002675666464	0.11772446411281057	0.004464688614657295	0.1079869648238274	0.0046015654897048905	0.91728567751515
SPA104_12	SPA104	IDC	Spatial Transcriptomics	4	13.725219			1.722002675666464	0.11288316848511724	0.004780564990929952	0.1079869648238274	0.0046015654897048905	0.9566259192845444
SPA104_13	SPA104	IDC	Spatial Transcriptomics	4	13.2256			1.722002675666464	0.09602773433744477	0.004536096516916784	0.1079869648238274	0.0046015654897048905	1.1245393382328221
SPA104_14	SPA104	IDC	Spatial Transcriptomics	4	13.650764			1.722002675666464	0.10853943061214719	0.004602552925372023	0.1079869648238274	0.0046015654897048905	0.9949099992030181
SPA104_15	SPA104	IDC	Spatial Transcriptomics	4	12.571122			1.722002675666464	0.10104521155588717	0.003960689875465901	0.1079869648238274	0.0046015654897048905	1.068699477798617
SPA104_16	SPA104	IDC	Spatial Transcriptomics	4	12.875688			1.722002675666464	0.1042790217056396	0.00424899051388587	0.1079869648238274	0.0046015654897048905	1.0355579008849416
SPA104_2	SPA104	IDC	Spatial Transcriptomics	4	14.143807			1.722002675666464	0.11220272847239236	0.004097807773987742	0.1079869648238274	0.0046015654897048905	0.9624272626346849
SPA104_3	SPA104	IDC	Spatial Transcriptomics	4	12.786479			1.722002675666464	0.09006326390886006	0.0051446845535383845	0.1079869648238274	0.0046015654897048905	1.1990123401824002
SPA104_4	SPA104	IDC	Spatial Transcriptomics	4	13.848033			1.722002675666464	0.1188669595168753	0.003911241471028113	0.1079869648238274	0.0046015654897048905	0.9084691428360857
SPA104_5	SPA104	IDC	Spatial Transcriptomics	4	12.420527			1.722002675666464	0.12720484518715133	0.0037138310816614427	0.1079869648238274	0.0046015654897048905	0.8489217896138355
SPA104_6	SPA104	IDC	Spatial Transcriptomics	4	13.446915			1.722002675666464	0.08339678840288098	0.0039381274145619954	0.1079869648238274	0.0046015654897048905	1.2948575945413379
SPA104_7	SPA104	IDC	Spatial Transcriptomics	4	13.08527			1.722002675666464	0.10683350912004355	0.004532147002578168	0.1079869648238274	0.0046015654897048905	1.0107967594932015
SPA104_8	SPA104	IDC	Spatial Transcriptomics	4	12.794073			1.722002675666464	0.10679101144011195	0.004318496940915179	0.1079869648238274	0.0046015654897048905	1.0111990079276114
SPA104_9	SPA104	IDC	Spatial Transcriptomics	4	13.57452			1.722002675666464	0.11766518137694852	0.0044300340007087545	0.1079869648238274	0.0046015654897048905	0.9177478295629674
SPA108_0	SPA108	IDC	Spatial Transcriptomics	0	13.216293			1.1349855663028212	0.055364821817356115	0.004604792923855623	0.10503372211566268	0.0038448960010815858	1.8971202049951517
SPA108_1	SPA108	IDC	Spatial Transcriptomics	0	12.451811			1.1349855663028212	0.10478912108092733	0.006071263984703822	0.10503372211566268	0.0038448960010815858	1.0023342216464097
SPA108_10	SPA108	IDC	Spatial Transcriptomics	0	12.878509			1.1349855663028212	0.11741515468384747	0.002963920865181817	0.10503372211566268	0.0038448960010815858	0.8945499616167685
SPA108_11	SPA108	IDC	Spatial Transcriptomics	0	13.164052			1.1349855663028212	0.10705597629299855	0.0049087433793810606	0.10503372211566268	0.0038448960010815858	0.9811103102567462
SPA108_12	SPA108	IDC	Spatial Transcriptomics	0	13.463614			1.1349855663028212	0.13110402213476577	0.0025304888594132316	0.10503372211566268	0.0038448960010815858	0.8011479770444827
SPA108_2	SPA108	IDC	Spatial Transcriptomics	0	13.874889			1.1349855663028212	0.09811102613006621	0.0037486688049992683	0.10503372211566268	0.0038448960010815858	1.0705598163494796
SPA108_3	SPA108	IDC	Spatial Transcriptomics	0	13.560005			1.1349855663028212	0.10558751347146154	0.0032606048918951717	0.10503372211566268	0.0038448960010815858	0.9947551435052162
SPA108_4	SPA108	IDC	Spatial Transcriptomics	0	12.500729			1.1349855663028212	0.023243033061528192	0.0018226438009589796	0.10503372211566268	0.0038448960010815858	4.51893355904201
SPA108_6	SPA108	IDC	Spatial Transcriptomics	0	13.321793			1.1349855663028212	0.051160610245626126	0.004353054828922263	0.10503372211566268	0.0038448960010815858	2.0530193367785783
SPA108_7	SPA108	IDC	Spatial Transcriptomics	0	12.762693			1.1349855663028212	0.059478983691519924	0.004855107458204316	0.10503372211566268	0.0038448960010815858	1.7658963821642706
SPA108_8	SPA108	IDC	Spatial Transcriptomics	0	13.580554			1.1349855663028212	0.12807759182693282	0.0026312832391677666	0.10503372211566268	0.0038448960010815858	0.8200788335994903
SPA108_9	SPA108	IDC	Spatial Transcriptomics	0	12.822601			1.1349855663028212	0.02024054566897809	0.0008658076919213172	0.10503372211566268	0.0038448960010815858	5.189273245564908
SPA109_0	SPA109	IDC	Spatial Transcriptomics	0	12.633459			1.1669213788419086	0.07926160720117266	0.007343385769165607	0.09803036929954106	0.004583352094066118	1.236795123908246
SPA109_1	SPA109	IDC	Spatial Transcriptomics	0	13.059852			1.1669213788419086	0.014418799857339019	0.0007429458180461761	0.09803036929954106	0.004583352094066118	6.7987884060714405
SPA109_10	SPA109	IDC	Spatial Transcriptomics	0	12.543462			1.1669213788419086	0.1261131752032392	0.003045288420627305	0.09803036929954106	0.004583352094066118	0.777320602241273
SPA109_11	SPA109	IDC	Spatial Transcriptomics	0	12.533104			1.1669213788419086	0.03746146666629459	0.004745606284552685	0.09803036929954106	0.004583352094066118	2.616832121731701
SPA109_12	SPA109	IDC	Spatial Transcriptomics	0	12.855918			1.1669213788419086	0.1360113565087783	0.003337356859798919	0.09803036929954106	0.004583352094066118	0.7207513535328507
SPA109_2	SPA109	IDC	Spatial Transcriptomics	0	13.893742			1.1669213788419086	0.09061521999719789	0.005865054044814907	0.09803036929954106	0.004583352094066118	1.081831168125757
SPA109_3	SPA109	IDC	Spatial Transcriptomics	0	13.312761			1.1669213788419086	0.04850510571985019	0.0042992097285628	0.09803036929954106	0.004583352094066118	2.021031968587653
SPA109_4	SPA109	IDC	Spatial Transcriptomics	0	12.96689			1.1669213788419086	0.13091692426836277	0.003168988017778491	0.09803036929954106	0.004583352094066118	0.7487982921031011
SPA109_5	SPA109	IDC	Spatial Transcriptomics	0	13.609997			1.1669213788419086	0.1256110863066972	0.004441297977467784	0.09803036929954106	0.004583352094066118	0.7804276850228496
SPA109_6	SPA109	IDC	Spatial Transcriptomics	0	13.942845			1.1669213788419086	0.019007281896066704	0.0013333980993303113	0.09803036929954106	0.004583352094066118	5.157516463194408
SPA109_7	SPA109	IDC	Spatial Transcriptomics	0	12.325565			1.1669213788419086	0.02876302914107534	0.0010212135630980207	0.09803036929954106	0.004583352094066118	3.4082074185833156
SPA109_8	SPA109	IDC	Spatial Transcriptomics	0	13.438687			1.1669213788419086	0.07305113898344325	0.003409464712491503	0.09803036929954106	0.004583352094066118	1.3419416954164023
SPA109_9	SPA109	IDC	Spatial Transcriptomics	0	12.852948			1.1669213788419086	0.11910250331696355	0.0029315945634381564	0.09803036929954106	0.004583352094066118	0.8230756413125598
SPA110_0	SPA110	IDC	Spatial Transcriptomics	0	13.73246			1.1854080583193387	0.12215705495880673	0.004562980443425824	0.10984079334780102	0.003956000605876626	0.8991768292452782
SPA110_1	SPA110	IDC	Spatial Transcriptomics	0	12.348427			1.1854080583193387	0.13167545913011122	0.002646183689575513	0.10984079334780102	0.003956000605876626	0.8341781686082073
SPA110_10	SPA110	IDC	Spatial Transcriptomics	0	13.163699			1.1854080583193387	0.14081146516825346	0.002558736404694123	0.10984079334780102	0.003956000605876626	0.7800557519698693
SPA110_11	SPA110	IDC	Spatial Transcriptomics	0	13.080401			1.1854080583193387	0.11929138361894148	0.002594167413106275	0.10984079334780102	0.003956000605876626	0.920777259979405
SPA110_12	SPA110	IDC	Spatial Transcriptomics	0	12.524399			1.1854080583193387	0.1327744074453778	0.0027597051597548525	0.10984079334780102	0.003956000605876626	0.827273835833073
SPA110_13	SPA110	IDC	Spatial Transcriptomics	0	12.953341			1.1854080583193387	0.02611351929602309	0.0008296844379127519	0.10984079334780102	0.003956000605876626	4.206280743037535
SPA110_14	SPA110	IDC	Spatial Transcriptomics	0	12.447767			1.1854080583193387	0.02222068996015028	0.0003046922263122587	0.10984079334780102	0.003956000605876626	4.9431765415378734
SPA110_15	SPA110	IDC	Spatial Transcriptomics	0	12.391494			1.1854080583193387	0.046403830182963214	0.004285838574929342	0.10984079334780102	0.003956000605876626	2.3670630832566095
SPA110_2	SPA110	IDC	Spatial Transcriptomics	0	12.715937			1.1854080583193387	0.10104845000345461	0.003171034200017962	0.10984079334780102	0.003956000605876626	1.0870111648822502
SPA110_3	SPA110	IDC	Spatial Transcriptomics	0	12.738256			1.1854080583193387	0.04313286858722329	0.0030704538046090668	0.10984079334780102	0.003956000605876626	2.546568242399203
SPA110_4	SPA110	IDC	Spatial Transcriptomics	0	12.794306			1.1854080583193387	0.03681114851235454	0.0017802158424664268	0.10984079334780102	0.003956000605876626	2.983900198358014
SPA110_5	SPA110	IDC	Spatial Transcriptomics	0	14.047962			1.1854080583193387	0.03779456749794646	0.002359045184465089	0.10984079334780102	0.003956000605876626	2.9062587726071776
SPA110_6	SPA110	IDC	Spatial Transcriptomics	0	12.975748			1.1854080583193387	0.12897210033598633	0.004444941844559594	0.10984079334780102	0.003956000605876626	0.8516632129092557
SPA110_7	SPA110	IDC	Spatial Transcriptomics	0	12.927926			1.1854080583193387	0.1264951348350949	0.0029816493524288017	0.10984079334780102	0.003956000605876626	0.8683400629675974
SPA110_8	SPA110	IDC	Spatial Transcriptomics	0	12.758385			1.1854080583193387	0.13121939833182333	0.002550520560989318	0.10984079334780102	0.003956000605876626	0.8370774042877349
SPA110_9	SPA110	IDC	Spatial Transcriptomics	0	12.771776			1.1854080583193387	0.048883882296216284	0.0005924320684300557	0.10984079334780102	0.003956000605876626	2.2469736074195343
SPA111_0	SPA111	IDC	Spatial Transcriptomics	0	11.372249	0.162845	0.62898	2.070788568497436	0.06735876827416927	0.0009420831109029211	0.07700185082661727	0.00205004027485838	1.1431600190965179
SPA111_1	SPA111	IDC	Spatial Transcriptomics	0	12.163609	0.063101	0.566154	1.5667893343672805	0.06892317374169243	0.001384421301149136	0.07298651352695801	0.002179693052275039	1.0589546238902752
SPA111_2	SPA111	IDC	Spatial Transcriptomics	0	10.825184	0.351082	0.827899	1.6878483834975397	0.06345972807499146	0.00018500085098234392	0.07830568657316964	0.0022844922424688848	1.2339429894914526
SPA111_3	SPA111	IDC	Spatial Transcriptomics	0	13.431102			1.8503773570285122	0.11902737997177486	0.004399073382532451	0.07640733047661655	0.003197918586450812	0.6419307095118378
SPA111_4	SPA111	IDC	Spatial Transcriptomics	0	12.63743			1.8503773570285122	0.06667509139236451	0.0018243051657708584	0.07640733047661655	0.003197918586450812	1.1459651405197258
SPA112_0	SPA112	IDC	Spatial Transcriptomics	0	12.003657	0.162006	0.727902	1.9720414916175901	0.06945118705971762	0.002529507192881622	0.08477987268226216	0.0036625615663792707	1.2207116432634069
SPA112_1	SPA112	IDC	Spatial Transcriptomics	0	12.256257	0.164695	0.617565	2.537645059124204	0.05564743414033309	0.001029367858711197	0.06697615886680716	0.0022120004406161967	1.203580360918439
SPA112_2	SPA112	IDC	Spatial Transcriptomics	0	13.662808	0.083846	0.70537	1.3237826203927898	0.09180984880159795	0.005714171074733132	0.08194076639443416	0.003872992914216213	0.8925051883214514
SPA113_0	SPA113	IDC	Spatial Transcriptomics	0	11.751745	0.128187	0.716679	2.108767303889255	0.0766405206356068	0.0033395776276047666	0.0792066377847494	0.003789965469218036	1.03348251196444
SPA113_1	SPA113	IDC	Spatial Transcriptomics	0	11.966501	0.152701	0.693699	1.2292636019604635	0.05894969618875205	0.0037037892515753776	0.061559462821617825	0.003978675380425572	1.0442710785906262
SPA113_2	SPA113	IDC	Spatial Transcriptomics	0	13.088685			1.3284497215160567	0.0694272552395774	0.0046478244076721305	0.06639172989518873	0.004640547003625198	0.9562776126765521
SPA113_3	SPA113	IDC	Spatial Transcriptomics	0	13.419983			1.3284497215160567	0.08859666846651985	0.0033769154970497367	0.06639172989518873	0.004640547003625198	0.7493705016716036
SPA113_4	SPA113	IDC	Spatial Transcriptomics	0	13.104894			1.3284497215160567	0.03433530027351189	0.003022041827955812	0.06639172989518873	0.004640547003625198	1.9336289290123638
SPA113_6	SPA113	IDC	Spatial Transcriptomics	0	12.374029			1.3284497215160567	0.07001936413464996	0.005816064611685134	0.06639172989518873	0.004640547003625198	0.9481909856752605
SPA113_7	SPA113	IDC	Spatial Transcriptomics	0	12.925923			1.3284497215160567	0.08879242742550501	0.006108144070351075	0.06639172989518873	0.004640547003625198	0.7477183789224593
SPA114_0	SPA114	IDC	Spatial Transcriptomics	0	11.402698	0.118612	0.656719	1.481212987543147	0.0885801958123004	0.003534311673353549	0.08592402056361721	0.0032439710215035945	0.970013892785792
SPA114_1	SPA114	IDC	Spatial Transcriptomics	0	11.542606	0.080835	0.434177	2.1026203156071017	0.09809411038869442	0.0031253687701580145	0.08435462038309524	0.0034888123605456567	0.85993562762171
SPA114_2	SPA114	IDC	Spatial Transcriptomics	0	12.25717	0.115084	0.656668	1.8419020526658418	0.08898622943590985	0.002976746367020335	0.08049505803838404	0.0033296760796193673	0.9045788157184323
SPA114_3	SPA114	IDC	Spatial Transcriptomics	0	11.55154	0.054573	0.521751	1.4569479378396946	0.10392933917094614	0.00478353658472796	0.08697794916696822	0.00554757607722405	0.8368950467769668
SPA114_4	SPA114	IDC	Spatial Transcriptomics	0	11.776558	0.043185	0.454176	2.1325343672893893	0.06824945222787214	0.005327925160290815	0.07364342836643242	0.005057664210103659	1.0790332517329342
SPA114_6	SPA114	IDC	Spatial Transcriptomics	0	11.009423	0.411096	0.841783	1.4895191122071474	0.02139775558775496	0.001143774741904947	0.034831743767008275	0.002681548248184866	1.6278223023979685
SPA115_0	SPA115	IDC	Spatial Transcriptomics	0	11.261003	0.094393	0.4703	1.920804685519728	0.08511356250781617	0.003906758334965251	0.07878343668612572	0.003847670438041645	0.9256272956368248
SPA115_1	SPA115	IDC	Spatial Transcriptomics	0	11.459641	0.098506	0.512194	1.471406115613081	0.07998619138478624	0.002793837472859839	0.07671309323157274	0.0032074044524885085	0.959079209841762
SPA115_2	SPA115	IDC	Spatial Transcriptomics	0	13.889524			1.1822436795163354	0.06273773843054725	0.003824321554837431	0.07552242800360698	0.004174572388970412	1.2037798921810483
SPA115_3	SPA115	IDC	Spatial Transcriptomics	0	11.95361			1.1822436795163354	0.09181351725728035	0.003318721049164426	0.07552242800360698	0.004174572388970412	0.8225632810904914
SPA115_4	SPA115	IDC	Spatial Transcriptomics	0	11.700807			1.1822436795163354	0.0896672770021036	0.004846330312907879	0.07552242800360698	0.004174572388970412	0.8422518284104381
SPA115_5	SPA115	IDC	Spatial Transcriptomics	0	11.786861			1.1822436795163354	0.09966328575435936	0.005637455406875621	0.07552242800360698	0.004174572388970412	0.7577758191692326
SPA116_0	SPA116	IDC	Spatial Transcriptomics	2	13.620479			1.4368829613229388	0.020873670669489607	0.0005839065614702777	0.03332717338704261	0.002230466407141276	1.5966129730960974
SPA116_1	SPA116	IDC	Spatial Transcriptomics	2	12.993896			1.4368829613229388	0.021525604801657595	0.0005608212198732863	0.03332717338704261	0.002230466407141276	1.5482572357026747
SPA116_2	SPA116	IDC	Spatial Transcriptomics	2	12.264667			1.4368829613229388	0.018194264849874416	0.0003797486223920111	0.03332717338704261	0.002230466407141276	1.8317405875990997
SPA116_3	SPA116	IDC	Spatial Transcriptomics	2	12.259353			1.4368829613229388	0.030135558995315084	0.0013899449166465037	0.03332717338704261	0.002230466407141276	1.105908584347936
SPA117_0	SPA117	IDC	Spatial Transcriptomics	2	13.237935	0.059105	0.476357	2.7417621940559442	0.03026574207821928	0.0008230750374348105	0.04038058088149835	0.002368303185037897	1.3342009185546522
SPA117_2	SPA117	IDC	Spatial Transcriptomics	2	11.052714	0.106971	0.567878	1.286812384592848	0.029435922195655658	0.000616745228868079	0.025875503996092203	0.0004936652191128983	0.8790451280616265
SPA117_3	SPA117	IDC	Spatial Transcriptomics	0	11.526197	0.090104	0.515552	1.544398626135988	0.021927034783382954	0.00033419145827679895	0.03364168492355436	0.0013773153441118226	1.5342560111707018
SPA118_0	SPA118	IDC	Spatial Transcriptomics	0	11.477138	0.409291	0.829166	2.2699802315730047	0.10435167900900896	0.004910871012125944	0.12059329344776996	0.0040957128846926035	1.1556430580993222
SPA118_3	SPA118	IDC	Spatial Transcriptomics	0	13.099743			2.0140910996539256	0.11193489064139683	0.0069094043492286756	0.1178208649839571	0.004903515068473928	1.052583911136493
SPA119_0	SPA119	IDC	Spatial Transcriptomics	1	12.581303	0.10647	0.568273	2.041271277817118	0.09330172301289781	0.0024251429108160007	0.067689542953425	0.0033804871402211417	0.7254908137555804
SPA119_1	SPA119	IDC	Spatial Transcriptomics	1	13.2912	0.072919	0.628817	1.7070604189128806	0.11231106510898257	0.004401686192666379	0.09749924990019183	0.004566991072049712	0.8681179348230925
SPA119_2	SPA119	IDC	Spatial Transcriptomics	1	12.696645	0.310346	0.903917	1.1468253968253967	0.07478471752675628	0.004101923212574762	0.03973551636890571	0.0020136081560990825	0.5313320379219089
SPA119_3	SPA119	IDC	Spatial Transcriptomics	1	11.035228	0.150915	0.688041	3.1167915381226905	0.02919828729235516	0.0004448301807073814	0.04752584856112026	0.0025727028030523547	1.6276930247742205
SPA119_4	SPA119	IDC	Spatial Transcriptomics	1	13.751888	0.236969	0.864817	1.3559816362433519	0.05821622080974242	0.003089088352451576	0.049363410859054706	0.0026262518859459325	0.8479322459006785
SPA119_5	SPA119	IDC	Spatial Transcriptomics	1	11.427199	0.494328	0.90359	1.267958030669895	0.11548577288371135	0.004983794777262322	0.05656656919785128	0.003718813666674326	0.4898141804429114
SPA119_6	SPA119	IDC	Spatial Transcriptomics	1	10.801064	0.481816	0.867487	1.655940369057357	0.03293168954148428	0.000528658011923828	0.07001775501345414	0.004578099928422169	2.126151314685883
SPA119_7	SPA119	IDC	Spatial Transcriptomics	1	10.499215	0.525917	0.906108	1.7093275488073312	0.013270242218484768	0.00020644812681179641	0.02338671012877422	0.0006551372466550739	1.762342370525666
SPA120_1	SPA120	IDC	Spatial Transcriptomics	1	11.890564	0.088668	0.623041	1.7163993355446254	0.0834038103777043	0.003109818101393992	0.08291146106421167	0.003474671335597797	0.9940968007185408
SPA120_2	SPA120	IDC	Spatial Transcriptomics	1	13.866053			1.8043482619582012	0.09805544979445203	0.004559574058809828	0.08427147593118485	0.00419638467466914	0.8594267438254403
SPA120_3	SPA120	IDC	Spatial Transcriptomics	1	12.366238			1.8043482619582012	0.0432906709904395	0.001915566042684564	0.08427147593118485	0.00419638467466914	1.9466428679240322
SPA120_5	SPA120	IDC	Spatial Transcriptomics	1	11.732583	0.197264	0.642745	2.8406149804921426	0.025881106839509015	0.00033965745375872286	0.0396053148536489	0.0014852751324012684	1.530279021652547
SPA120_6	SPA120	IDC	Spatial Transcriptomics	1	12.748208	0.53848	0.93639	1.2069148028000694	0.06905484149099639	0.0031903476328027937	0.04744633114701549	0.002542861894773784	0.6870818920524452
